run_id,call_id,batch_id,provider,model,temperature,timestamp_utc,prompt_id,prompt_hash,experiment_type,condition_id,condition_name,label_cue,score_cue,symptom_cue,profile_id,profile_short,ia_like_profile,task_id,task_name,repeat_id,sample_in_call,input_tokens,output_tokens,total_tokens,range_valid,overall_accuracy,accuracy_1back,accuracy_2back,accuracy_3back,,,,
deepseek_ia_strict_20260603T045355Z,a00c36e9-62f1-4699-a5bc-27d15002efce,3,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:24.503066+00:00,IA_individual_plus_label_S0002_nback,120890bcf975,individual_prediction,,,,,,,,,nback,n-back working-memory task,1,1,1479,311,1790,TRUE,0.85,0.92,0.78,0.65,,,,
deepseek_ia_strict_20260603T045355Z,a00c36e9-62f1-4699-a5bc-27d15002efce,3,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:24.503066+00:00,IA_individual_plus_label_S0002_nback,120890bcf975,individual_prediction,,,,,,,,,nback,n-back working-memory task,2,2,1479,311,1790,TRUE,0.78,0.89,0.75,0.6,,,,
deepseek_ia_strict_20260603T045355Z,a00c36e9-62f1-4699-a5bc-27d15002efce,3,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:24.503066+00:00,IA_individual_plus_label_S0002_nback,120890bcf975,individual_prediction,,,,,,,,,nback,n-back working-memory task,3,3,1479,311,1790,TRUE,0.82,0.91,0.8,0.68,,,,
deepseek_ia_strict_20260603T045355Z,a00c36e9-62f1-4699-a5bc-27d15002efce,3,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:24.503066+00:00,IA_individual_plus_label_S0002_nback,120890bcf975,individual_prediction,,,,,,,,,nback,n-back working-memory task,4,4,1479,311,1790,TRUE,0.79,0.88,0.77,0.62,,,,
deepseek_ia_strict_20260603T045355Z,a00c36e9-62f1-4699-a5bc-27d15002efce,3,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:24.503066+00:00,IA_individual_plus_label_S0002_nback,120890bcf975,individual_prediction,,,,,,,,,nback,n-back working-memory task,5,5,1479,311,1790,TRUE,0.84,0.9,0.79,0.67,,,,
deepseek_ia_strict_20260603T045355Z,d666b0d5-7294-41ff-a763-cefe5f881eb7,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:34.738247+00:00,IA_individual_plus_label_S0002_bart,a48cf379e91b,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,1,1,1473,316,1789,TRUE,,,,,28.5,12,32.7,0.62
deepseek_ia_strict_20260603T045355Z,d666b0d5-7294-41ff-a763-cefe5f881eb7,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:34.738247+00:00,IA_individual_plus_label_S0002_bart,a48cf379e91b,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,2,2,1473,316,1789,TRUE,,,,,22.3,8,28.9,0.45
deepseek_ia_strict_20260603T045355Z,d666b0d5-7294-41ff-a763-cefe5f881eb7,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:34.738247+00:00,IA_individual_plus_label_S0002_bart,a48cf379e91b,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,3,3,1473,316,1789,TRUE,,,,,35.7,15,40.2,0.78
deepseek_ia_strict_20260603T045355Z,d666b0d5-7294-41ff-a763-cefe5f881eb7,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:34.738247+00:00,IA_individual_plus_label_S0002_bart,a48cf379e91b,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,4,4,1473,316,1789,TRUE,,,,,18.9,6,24.5,0.35
deepseek_ia_strict_20260603T045355Z,d666b0d5-7294-41ff-a763-cefe5f881eb7,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:34.738247+00:00,IA_individual_plus_label_S0002_bart,a48cf379e91b,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,5,5,1473,316,1789,TRUE,,,,,31.2,10,36.8,0.55
deepseek_ia_strict_20260603T045355Z,2d7a8c98-04a8-434b-92aa-ab79fc1a01e3,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:43.751607+00:00,IA_individual_plus_label_S0005_nback,fc258a4094e4,individual_prediction,,,,,,,,,nback,n-back working-memory task,1,1,1479,311,1790,TRUE,0.78,0.85,0.75,0.65,,,,
deepseek_ia_strict_20260603T045355Z,2d7a8c98-04a8-434b-92aa-ab79fc1a01e3,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:43.751607+00:00,IA_individual_plus_label_S0005_nback,fc258a4094e4,individual_prediction,,,,,,,,,nback,n-back working-memory task,2,2,1479,311,1790,TRUE,0.72,0.82,0.7,0.6,,,,
deepseek_ia_strict_20260603T045355Z,2d7a8c98-04a8-434b-92aa-ab79fc1a01e3,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:43.751607+00:00,IA_individual_plus_label_S0005_nback,fc258a4094e4,individual_prediction,,,,,,,,,nback,n-back working-memory task,3,3,1479,311,1790,TRUE,0.8,0.88,0.78,0.68,,,,
deepseek_ia_strict_20260603T045355Z,2d7a8c98-04a8-434b-92aa-ab79fc1a01e3,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:43.751607+00:00,IA_individual_plus_label_S0005_nback,fc258a4094e4,individual_prediction,,,,,,,,,nback,n-back working-memory task,4,4,1479,311,1790,TRUE,0.75,0.83,0.72,0.62,,,,
deepseek_ia_strict_20260603T045355Z,2d7a8c98-04a8-434b-92aa-ab79fc1a01e3,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:43.751607+00:00,IA_individual_plus_label_S0005_nback,fc258a4094e4,individual_prediction,,,,,,,,,nback,n-back working-memory task,5,5,1479,311,1790,TRUE,0.77,0.84,0.74,0.64,,,,
deepseek_ia_strict_20260603T045355Z,dcd887ee-6c0e-4bb5-a512-c425c4bd69c6,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:52.150222+00:00,IA_individual_plus_label_S0005_bart,94f1d1fc85b6,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,1,1,1473,316,1789,TRUE,,,,,12.3,4,24.5,0.45
deepseek_ia_strict_20260603T045355Z,dcd887ee-6c0e-4bb5-a512-c425c4bd69c6,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:52.150548+00:00,IA_individual_plus_label_S0005_bart,94f1d1fc85b6,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,2,2,1473,316,1789,TRUE,,,,,18.7,7,32.1,0.6
deepseek_ia_strict_20260603T045355Z,dcd887ee-6c0e-4bb5-a512-c425c4bd69c6,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:52.150548+00:00,IA_individual_plus_label_S0005_bart,94f1d1fc85b6,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,3,3,1473,316,1789,TRUE,,,,,9.5,2,18.2,0.3
deepseek_ia_strict_20260603T045355Z,dcd887ee-6c0e-4bb5-a512-c425c4bd69c6,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:52.150548+00:00,IA_individual_plus_label_S0005_bart,94f1d1fc85b6,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,4,4,1473,316,1789,TRUE,,,,,22.4,10,40.8,0.75
deepseek_ia_strict_20260603T045355Z,dcd887ee-6c0e-4bb5-a512-c425c4bd69c6,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:52.150548+00:00,IA_individual_plus_label_S0005_bart,94f1d1fc85b6,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,5,5,1473,316,1789,TRUE,,,,,15.1,5,28.6,0.5
deepseek_ia_strict_20260603T045355Z,310b003e-47f3-4a3a-918c-9cf84852d861,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:59.964037+00:00,IA_individual_plus_label_S0006_nback,7673232230cc,individual_prediction,,,,,,,,,nback,n-back working-memory task,1,1,1479,314,1793,TRUE,0.85,0.92,0.78,0.65,,,,
deepseek_ia_strict_20260603T045355Z,310b003e-47f3-4a3a-918c-9cf84852d861,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:59.964037+00:00,IA_individual_plus_label_S0006_nback,7673232230cc,individual_prediction,,,,,,,,,nback,n-back working-memory task,2,2,1479,314,1793,TRUE,0.79,0.88,0.75,0.6,,,,
deepseek_ia_strict_20260603T045355Z,310b003e-47f3-4a3a-918c-9cf84852d861,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:59.964037+00:00,IA_individual_plus_label_S0006_nback,7673232230cc,individual_prediction,,,,,,,,,nback,n-back working-memory task,3,3,1479,314,1793,TRUE,0.82,0.9,0.8,0.7,,,,
deepseek_ia_strict_20260603T045355Z,310b003e-47f3-4a3a-918c-9cf84852d861,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:59.964037+00:00,IA_individual_plus_label_S0006_nback,7673232230cc,individual_prediction,,,,,,,,,nback,n-back working-memory task,4,4,1479,314,1793,TRUE,0.87,0.94,0.85,0.72,,,,
deepseek_ia_strict_20260603T045355Z,310b003e-47f3-4a3a-918c-9cf84852d861,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:59.964037+00:00,IA_individual_plus_label_S0006_nback,7673232230cc,individual_prediction,,,,,,,,,nback,n-back working-memory task,5,5,1479,314,1793,TRUE,0.8,0.89,0.77,0.63,,,,
deepseek_ia_strict_20260603T045355Z,13bd6e81-8c15-4da4-a661-c89d9293be80,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:08.248231+00:00,IA_individual_plus_label_S0006_bart,a53b3330a076,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,1,1,1473,319,1792,TRUE,,,,,42.3,12,35.7,0.6
deepseek_ia_strict_20260603T045355Z,13bd6e81-8c15-4da4-a661-c89d9293be80,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:08.248231+00:00,IA_individual_plus_label_S0006_bart,a53b3330a076,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,2,2,1473,319,1792,TRUE,,,,,38.5,8,30.2,0.5
deepseek_ia_strict_20260603T045355Z,13bd6e81-8c15-4da4-a661-c89d9293be80,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:08.248231+00:00,IA_individual_plus_label_S0006_bart,a53b3330a076,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,3,3,1473,319,1792,TRUE,,,,,45.1,15,40,0.7
deepseek_ia_strict_20260603T045355Z,13bd6e81-8c15-4da4-a661-c89d9293be80,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:08.248231+00:00,IA_individual_plus_label_S0006_bart,a53b3330a076,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,4,4,1473,319,1792,TRUE,,,,,36.7,7,28.9,0.4
deepseek_ia_strict_20260603T045355Z,13bd6e81-8c15-4da4-a661-c89d9293be80,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:08.248231+00:00,IA_individual_plus_label_S0006_bart,a53b3330a076,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,5,5,1473,319,1792,TRUE,,,,,39.8,10,32.4,0.55
deepseek_ia_strict_20260603T045355Z,acdb2a3e-2294-436c-90c4-cb2e8937b3ec,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:17.654732+00:00,IA_individual_plus_label_S0007_nback,f00af2b337bd,individual_prediction,,,,,,,,,nback,n-back working-memory task,1,1,1479,310,1789,TRUE,0.85,0.92,0.83,0.78,,,,
deepseek_ia_strict_20260603T045355Z,acdb2a3e-2294-436c-90c4-cb2e8937b3ec,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:17.654732+00:00,IA_individual_plus_label_S0007_nback,f00af2b337bd,individual_prediction,,,,,,,,,nback,n-back working-memory task,2,2,1479,310,1789,TRUE,0.78,0.88,0.75,0.69,,,,
deepseek_ia_strict_20260603T045355Z,acdb2a3e-2294-436c-90c4-cb2e8937b3ec,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:17.654732+00:00,IA_individual_plus_label_S0007_nback,f00af2b337bd,individual_prediction,,,,,,,,,nback,n-back working-memory task,3,3,1479,310,1789,TRUE,0.82,0.91,0.8,0.74,,,,
deepseek_ia_strict_20260603T045355Z,acdb2a3e-2294-436c-90c4-cb2e8937b3ec,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:17.654732+00:00,IA_individual_plus_label_S0007_nback,f00af2b337bd,individual_prediction,,,,,,,,,nback,n-back working-memory task,4,4,1479,310,1789,TRUE,0.79,0.89,0.77,0.7,,,,
deepseek_ia_strict_20260603T045355Z,acdb2a3e-2294-436c-90c4-cb2e8937b3ec,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:17.654732+00:00,IA_individual_plus_label_S0007_nback,f00af2b337bd,individual_prediction,,,,,,,,,nback,n-back working-memory task,5,5,1479,310,1789,TRUE,0.84,0.93,0.82,0.76,,,,
deepseek_ia_strict_20260603T045355Z,7ef57584-59c1-4858-9085-2341a0d9df3b,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:29.321398+00:00,IA_individual_plus_label_S0007_bart,de2238b4befa,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,1,1,1473,316,1789,TRUE,,,,,28.5,12,32.7,0.65
deepseek_ia_strict_20260603T045355Z,7ef57584-59c1-4858-9085-2341a0d9df3b,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:29.321398+00:00,IA_individual_plus_label_S0007_bart,de2238b4befa,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,2,2,1473,316,1789,TRUE,,,,,35.2,15,28.4,0.78
deepseek_ia_strict_20260603T045355Z,7ef57584-59c1-4858-9085-2341a0d9df3b,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:29.321398+00:00,IA_individual_plus_label_S0007_bart,de2238b4befa,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,3,3,1473,316,1789,TRUE,,,,,22.8,8,40.1,0.55
deepseek_ia_strict_20260603T045355Z,7ef57584-59c1-4858-9085-2341a0d9df3b,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:29.321398+00:00,IA_individual_plus_label_S0007_bart,de2238b4befa,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,4,4,1473,316,1789,TRUE,,,,,30.6,10,35.9,0.7
deepseek_ia_strict_20260603T045355Z,7ef57584-59c1-4858-9085-2341a0d9df3b,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:29.321398+00:00,IA_individual_plus_label_S0007_bart,de2238b4befa,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,5,5,1473,316,1789,TRUE,,,,,25.3,9,38.2,0.6
deepseek_ia_strict_20260603T045355Z,6989a2c9-b915-4e99-bcf2-dd3b2e1bee92,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:40.210745+00:00,IA_individual_plus_label_S0008_nback,6ee06262be14,individual_prediction,,,,,,,,,nback,n-back working-memory task,1,1,1479,310,1789,TRUE,0.85,0.92,0.83,0.71,,,,
deepseek_ia_strict_20260603T045355Z,6989a2c9-b915-4e99-bcf2-dd3b2e1bee92,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:40.210745+00:00,IA_individual_plus_label_S0008_nback,6ee06262be14,individual_prediction,,,,,,,,,nback,n-back working-memory task,2,2,1479,310,1789,TRUE,0.78,0.88,0.75,0.65,,,,
deepseek_ia_strict_20260603T045355Z,6989a2c9-b915-4e99-bcf2-dd3b2e1bee92,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:40.210745+00:00,IA_individual_plus_label_S0008_nback,6ee06262be14,individual_prediction,,,,,,,,,nback,n-back working-memory task,3,3,1479,310,1789,TRUE,0.82,0.91,0.79,0.68,,,,
deepseek_ia_strict_20260603T045355Z,6989a2c9-b915-4e99-bcf2-dd3b2e1bee92,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:40.210745+00:00,IA_individual_plus_label_S0008_nback,6ee06262be14,individual_prediction,,,,,,,,,nback,n-back working-memory task,4,4,1479,310,1789,TRUE,0.87,0.93,0.85,0.73,,,,
deepseek_ia_strict_20260603T045355Z,6989a2c9-b915-4e99-bcf2-dd3b2e1bee92,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:40.210745+00:00,IA_individual_plus_label_S0008_nback,6ee06262be14,individual_prediction,,,,,,,,,nback,n-back working-memory task,5,5,1479,310,1789,TRUE,0.79,0.89,0.77,0.67,,,,
deepseek_ia_strict_20260603T045355Z,011e6173-4756-4743-ba68-482d787145c5,12,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:50.001317+00:00,IA_individual_plus_label_S0008_bart,d91cd8c645ab,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,1,1,1473,316,1789,TRUE,,,,,32.5,12,28.7,0.6
deepseek_ia_strict_20260603T045355Z,011e6173-4756-4743-ba68-482d787145c5,12,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:50.001317+00:00,IA_individual_plus_label_S0008_bart,d91cd8c645ab,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,2,2,1473,316,1789,TRUE,,,,,25.8,8,35.2,0.4
deepseek_ia_strict_20260603T045355Z,011e6173-4756-4743-ba68-482d787145c5,12,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:50.001317+00:00,IA_individual_plus_label_S0008_bart,d91cd8c645ab,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,3,3,1473,316,1789,TRUE,,,,,40.2,15,20.1,0.7
deepseek_ia_strict_20260603T045355Z,011e6173-4756-4743-ba68-482d787145c5,12,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:50.001317+00:00,IA_individual_plus_label_S0008_bart,d91cd8c645ab,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,4,4,1473,316,1789,TRUE,,,,,18.3,5,42.5,0.3
deepseek_ia_strict_20260603T045355Z,011e6173-4756-4743-ba68-482d787145c5,12,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:50.001317+00:00,IA_individual_plus_label_S0008_bart,d91cd8c645ab,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,5,5,1473,316,1789,TRUE,,,,,45.6,20,15.8,0.8
deepseek_ia_strict_20260603T045355Z,c2137bd6-310f-456a-9a34-b76d88949bcb,13,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:59.114902+00:00,IA_individual_plus_label_S0009_bart,b340ac340170,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,1,1,1473,316,1789,TRUE,,,,,32.5,12,28.3,0.6
deepseek_ia_strict_20260603T045355Z,c2137bd6-310f-456a-9a34-b76d88949bcb,13,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:59.114902+00:00,IA_individual_plus_label_S0009_bart,b340ac340170,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,2,2,1473,316,1789,TRUE,,,,,25.7,8,35.2,0.4
deepseek_ia_strict_20260603T045355Z,c2137bd6-310f-456a-9a34-b76d88949bcb,13,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:59.114902+00:00,IA_individual_plus_label_S0009_bart,b340ac340170,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,3,3,1473,316,1789,TRUE,,,,,40.1,15,20.5,0.7
deepseek_ia_strict_20260603T045355Z,c2137bd6-310f-456a-9a34-b76d88949bcb,13,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:59.114902+00:00,IA_individual_plus_label_S0009_bart,b340ac340170,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,4,4,1473,316,1789,TRUE,,,,,18.9,5,45.6,0.3
deepseek_ia_strict_20260603T045355Z,c2137bd6-310f-456a-9a34-b76d88949bcb,13,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:59.114902+00:00,IA_individual_plus_label_S0009_bart,b340ac340170,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,5,5,1473,316,1789,TRUE,,,,,29.4,10,32.8,0.5
deepseek_ia_strict_20260603T045355Z,1b9d938e-2483-41fc-9034-caec54b400ed,14,deepseek,deepseek-v4pro,0.7,2026-06-03T04:56:09.458752+00:00,IA_individual_plus_label_S0010_nback,5a7772555e80,individual_prediction,,,,,,,,,nback,n-back working-memory task,1,1,1479,311,1790,TRUE,0.78,0.85,0.76,0.72,,,,
deepseek_ia_strict_20260603T045355Z,1b9d938e-2483-41fc-9034-caec54b400ed,14,deepseek,deepseek-v4pro,0.7,2026-06-03T04:56:09.458752+00:00,IA_individual_plus_label_S0010_nback,5a7772555e80,individual_prediction,,,,,,,,,nback,n-back working-memory task,2,2,1479,311,1790,TRUE,0.82,0.89,0.81,0.75,,,,
deepseek_ia_strict_20260603T045355Z,1b9d938e-2483-41fc-9034-caec54b400ed,14,deepseek,deepseek-v4pro,0.7,2026-06-03T04:56:09.458752+00:00,IA_individual_plus_label_S0010_nback,5a7772555e80,individual_prediction,,,,,,,,,nback,n-back working-memory task,3,3,1479,311,1790,TRUE,0.75,0.82,0.74,0.68,,,,
deepseek_ia_strict_20260603T045355Z,1b9d938e-2483-41fc-9034-caec54b400ed,14,deepseek,deepseek-v4pro,0.7,2026-06-03T04:56:09.458752+00:00,IA_individual_plus_label_S0010_nback,5a7772555e80,individual_prediction,,,,,,,,,nback,n-back working-memory task,4,4,1479,311,1790,TRUE,0.79,0.86,0.78,0.73,,,,
deepseek_ia_strict_20260603T045355Z,1b9d938e-2483-41fc-9034-caec54b400ed,14,deepseek,deepseek-v4pro,0.7,2026-06-03T04:56:09.458752+00:00,IA_individual_plus_label_S0010_nback,5a7772555e80,individual_prediction,,,,,,,,,nback,n-back working-memory task,5,5,1479,311,1790,TRUE,0.81,0.88,0.8,0.74,,,,
deepseek_ia_strict_20260603T045355Z,a26e0bf3-a5e8-4656-a5ef-ab0983c1a09d,15,deepseek,deepseek-v4pro,0.7,2026-06-03T04:56:19.425567+00:00,IA_individual_plus_label_S0010_bart,247e9f7c3d45,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,1,1,1473,316,1789,TRUE,,,,,32.5,12,28.7,0.65
deepseek_ia_strict_20260603T045355Z,a26e0bf3-a5e8-4656-a5ef-ab0983c1a09d,15,deepseek,deepseek-v4pro,0.7,2026-06-03T04:56:19.425567+00:00,IA_individual_plus_label_S0010_bart,247e9f7c3d45,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,2,2,1473,316,1789,TRUE,,,,,24.8,8,35.2,0.45
deepseek_ia_strict_20260603T045355Z,a26e0bf3-a5e8-4656-a5ef-ab0983c1a09d,15,deepseek,deepseek-v4pro,0.7,2026-06-03T04:56:19.425567+00:00,IA_individual_plus_label_S0010_bart,247e9f7c3d45,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,3,3,1473,316,1789,TRUE,,,,,18.3,5,42.1,0.3
deepseek_ia_strict_20260603T045355Z,a26e0bf3-a5e8-4656-a5ef-ab0983c1a09d,15,deepseek,deepseek-v4pro,0.7,2026-06-03T04:56:19.425567+00:00,IA_individual_plus_label_S0010_bart,247e9f7c3d45,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,4,4,1473,316,1789,TRUE,,,,,40.2,20,15.6,0.8
deepseek_ia_strict_20260603T045355Z,a26e0bf3-a5e8-4656-a5ef-ab0983c1a09d,15,deepseek,deepseek-v4pro,0.7,2026-06-03T04:56:19.425567+00:00,IA_individual_plus_label_S0010_bart,247e9f7c3d45,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,5,5,1473,316,1789,TRUE,,,,,15.7,3,50.3,0.2
