run_id,call_id,batch_id,timestamp_utc,provider,model,temperature,prompt_index,prompt_hash,prompt_id,ablation_condition,condition_name,profile_id,task_id,task_code,repeat_id,sample_in_call,success,accuracy,mean_rt_ms,rt_sd_ms,interference_effect_ms,overall_accuracy,accuracy_1back,accuracy_2back,accuracy_3back,adjusted_average_pumps,total_earnings,explosion_count,risk_preference_0_1,discounting_k,log_discounting_k,immediate_choice_proportion,caars_total,cias_total,young_total,dsm_total1,dsm_total2
qwen_deepseek-v4-pro_20260526T044814Z,d152fd15-dd7c-4608-8d26-d7eb1b37030e,0cb39350-7c8b-4a47-a984-e4fad1e49cce,2026-05-26T04:48:38.709429+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,15,5,TRUE,0.92,680,105,135,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,9d5a8fda-7b92-402a-9f4f-60d32a7de0e1,f59353eb-b002-4387-b7ad-3d230013923c,2026-05-26T04:48:48.570871+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,16,1,TRUE,0.95,650,120,150,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,9d5a8fda-7b92-402a-9f4f-60d32a7de0e1,f59353eb-b002-4387-b7ad-3d230013923c,2026-05-26T04:48:48.570871+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,17,2,TRUE,0.93,670,110,140,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,9d5a8fda-7b92-402a-9f4f-60d32a7de0e1,f59353eb-b002-4387-b7ad-3d230013923c,2026-05-26T04:48:48.570871+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,18,3,TRUE,0.94,660,115,145,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,9d5a8fda-7b92-402a-9f4f-60d32a7de0e1,f59353eb-b002-4387-b7ad-3d230013923c,2026-05-26T04:48:48.570871+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,19,4,TRUE,0.96,640,125,155,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,9d5a8fda-7b92-402a-9f4f-60d32a7de0e1,f59353eb-b002-4387-b7ad-3d230013923c,2026-05-26T04:48:48.570871+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,20,5,TRUE,0.92,680,105,135,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,ce5c0c3b-0227-4074-96b5-100f97e29757,c7f85ddd-7699-4ea3-8049-90134fb78de7,2026-05-26T04:48:56.560059+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,21,1,TRUE,0.95,650,120,150,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,ce5c0c3b-0227-4074-96b5-100f97e29757,c7f85ddd-7699-4ea3-8049-90134fb78de7,2026-05-26T04:48:56.560059+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,22,2,TRUE,0.93,670,110,140,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,ce5c0c3b-0227-4074-96b5-100f97e29757,c7f85ddd-7699-4ea3-8049-90134fb78de7,2026-05-26T04:48:56.560059+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,23,3,TRUE,0.94,660,115,145,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,ce5c0c3b-0227-4074-96b5-100f97e29757,c7f85ddd-7699-4ea3-8049-90134fb78de7,2026-05-26T04:48:56.560059+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,24,4,TRUE,0.96,640,125,155,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,ce5c0c3b-0227-4074-96b5-100f97e29757,c7f85ddd-7699-4ea3-8049-90134fb78de7,2026-05-26T04:48:56.560059+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,25,5,TRUE,0.92,680,105,135,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,649e234a-4fef-417d-9c04-3d6ab671a0dd,d096ac03-bd8a-4e86-a5be-4424b4dfee80,2026-05-26T04:49:04.341782+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,26,1,TRUE,0.95,650,120,150,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,649e234a-4fef-417d-9c04-3d6ab671a0dd,d096ac03-bd8a-4e86-a5be-4424b4dfee80,2026-05-26T04:49:04.341782+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,27,2,TRUE,0.93,670,110,140,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,649e234a-4fef-417d-9c04-3d6ab671a0dd,d096ac03-bd8a-4e86-a5be-4424b4dfee80,2026-05-26T04:49:04.341782+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,28,3,TRUE,0.94,660,115,145,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,649e234a-4fef-417d-9c04-3d6ab671a0dd,d096ac03-bd8a-4e86-a5be-4424b4dfee80,2026-05-26T04:49:04.341782+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,29,4,TRUE,0.96,640,125,155,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,649e234a-4fef-417d-9c04-3d6ab671a0dd,d096ac03-bd8a-4e86-a5be-4424b4dfee80,2026-05-26T04:49:04.341782+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,30,5,TRUE,0.92,680,105,135,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,40344900-7a59-485f-b1ca-c58f1b4334ef,1373895c-f73c-4a07-baaa-7ab9e44799d4,2026-05-26T04:49:13.965716+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,31,1,TRUE,0.95,650,120,150,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,40344900-7a59-485f-b1ca-c58f1b4334ef,1373895c-f73c-4a07-baaa-7ab9e44799d4,2026-05-26T04:49:13.965716+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,32,2,TRUE,0.93,670,110,140,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,40344900-7a59-485f-b1ca-c58f1b4334ef,1373895c-f73c-4a07-baaa-7ab9e44799d4,2026-05-26T04:49:13.965716+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,33,3,TRUE,0.96,630,100,130,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,40344900-7a59-485f-b1ca-c58f1b4334ef,1373895c-f73c-4a07-baaa-7ab9e44799d4,2026-05-26T04:49:13.965716+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,34,4,TRUE,0.94,660,115,145,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,40344900-7a59-485f-b1ca-c58f1b4334ef,1373895c-f73c-4a07-baaa-7ab9e44799d4,2026-05-26T04:49:13.965716+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,35,5,TRUE,0.97,640,105,135,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,5b8b0244-118d-4883-9849-bb41285453dd,5d94a7ec-4c63-4cce-a21f-ba8fd2c5e682,2026-05-26T04:49:23.695648+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,36,1,TRUE,0.95,650,120,150,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,5b8b0244-118d-4883-9849-bb41285453dd,5d94a7ec-4c63-4cce-a21f-ba8fd2c5e682,2026-05-26T04:49:23.695648+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,37,2,TRUE,0.97,630,110,140,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,5b8b0244-118d-4883-9849-bb41285453dd,5d94a7ec-4c63-4cce-a21f-ba8fd2c5e682,2026-05-26T04:49:23.695648+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,38,3,TRUE,0.96,640,115,145,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,5b8b0244-118d-4883-9849-bb41285453dd,5d94a7ec-4c63-4cce-a21f-ba8fd2c5e682,2026-05-26T04:49:23.695648+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,39,4,TRUE,0.94,660,125,155,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,5b8b0244-118d-4883-9849-bb41285453dd,5d94a7ec-4c63-4cce-a21f-ba8fd2c5e682,2026-05-26T04:49:23.695648+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,40,5,TRUE,0.98,620,105,135,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,f1295ae7-964c-471d-8091-d85f638f3f0f,8e185958-2698-4bf6-9a8c-88db389025a8,2026-05-26T04:49:33.214881+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,41,1,TRUE,0.95,650,120,150,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,f1295ae7-964c-471d-8091-d85f638f3f0f,8e185958-2698-4bf6-9a8c-88db389025a8,2026-05-26T04:49:33.214881+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,42,2,TRUE,0.93,670,110,140,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,f1295ae7-964c-471d-8091-d85f638f3f0f,8e185958-2698-4bf6-9a8c-88db389025a8,2026-05-26T04:49:33.214881+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,43,3,TRUE,0.94,660,115,145,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,f1295ae7-964c-471d-8091-d85f638f3f0f,8e185958-2698-4bf6-9a8c-88db389025a8,2026-05-26T04:49:33.214881+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,44,4,TRUE,0.96,640,125,155,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,f1295ae7-964c-471d-8091-d85f638f3f0f,8e185958-2698-4bf6-9a8c-88db389025a8,2026-05-26T04:49:33.214881+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,45,5,TRUE,0.92,680,105,135,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,142f24bb-3fc0-409c-b008-40d7eae9bacd,2f6f3c16-eb39-4785-8204-3dba198d7766,2026-05-26T04:49:41.426741+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,46,1,TRUE,0.98,650,120,150,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,142f24bb-3fc0-409c-b008-40d7eae9bacd,2f6f3c16-eb39-4785-8204-3dba198d7766,2026-05-26T04:49:41.426741+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,47,2,TRUE,0.97,670,110,140,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,142f24bb-3fc0-409c-b008-40d7eae9bacd,2f6f3c16-eb39-4785-8204-3dba198d7766,2026-05-26T04:49:41.426741+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,48,3,TRUE,0.99,630,100,130,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,142f24bb-3fc0-409c-b008-40d7eae9bacd,2f6f3c16-eb39-4785-8204-3dba198d7766,2026-05-26T04:49:41.426741+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,49,4,TRUE,0.96,690,130,160,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,142f24bb-3fc0-409c-b008-40d7eae9bacd,2f6f3c16-eb39-4785-8204-3dba198d7766,2026-05-26T04:49:41.426741+00:00,qwen,deepseek-v4-pro,0.7,1,a165803f14df3977,A_label_only__P1_low_ADHD_low_IA__stroop,A_label_only,label-only,P1_low_ADHD_low_IA,stroop,T1_stroop,50,5,TRUE,0.98,660,115,145,,,,,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,9c3c34d9-8ce0-4a9d-b352-cca30f37bb2a,e9fd0822-8e59-45ff-8b6b-da7c052d6ef5,2026-05-26T04:49:50.113567+00:00,qwen,deepseek-v4-pro,0.7,2,392506e8628558ef,A_label_only__P1_low_ADHD_low_IA__nback,A_label_only,label-only,P1_low_ADHD_low_IA,nback,T2_nback,1,1,TRUE,,,,,0.85,0.95,0.85,0.75,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,9c3c34d9-8ce0-4a9d-b352-cca30f37bb2a,e9fd0822-8e59-45ff-8b6b-da7c052d6ef5,2026-05-26T04:49:50.113567+00:00,qwen,deepseek-v4-pro,0.7,2,392506e8628558ef,A_label_only__P1_low_ADHD_low_IA__nback,A_label_only,label-only,P1_low_ADHD_low_IA,nback,T2_nback,2,2,TRUE,,,,,0.88,0.96,0.87,0.81,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,9c3c34d9-8ce0-4a9d-b352-cca30f37bb2a,e9fd0822-8e59-45ff-8b6b-da7c052d6ef5,2026-05-26T04:49:50.113567+00:00,qwen,deepseek-v4-pro,0.7,2,392506e8628558ef,A_label_only__P1_low_ADHD_low_IA__nback,A_label_only,label-only,P1_low_ADHD_low_IA,nback,T2_nback,3,3,TRUE,,,,,0.82,0.94,0.83,0.69,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,9c3c34d9-8ce0-4a9d-b352-cca30f37bb2a,e9fd0822-8e59-45ff-8b6b-da7c052d6ef5,2026-05-26T04:49:50.113567+00:00,qwen,deepseek-v4-pro,0.7,2,392506e8628558ef,A_label_only__P1_low_ADHD_low_IA__nback,A_label_only,label-only,P1_low_ADHD_low_IA,nback,T2_nback,4,4,TRUE,,,,,0.87,0.97,0.86,0.78,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,9c3c34d9-8ce0-4a9d-b352-cca30f37bb2a,e9fd0822-8e59-45ff-8b6b-da7c052d6ef5,2026-05-26T04:49:50.113567+00:00,qwen,deepseek-v4-pro,0.7,2,392506e8628558ef,A_label_only__P1_low_ADHD_low_IA__nback,A_label_only,label-only,P1_low_ADHD_low_IA,nback,T2_nback,5,5,TRUE,,,,,0.84,0.93,0.84,0.75,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,09e6795d-f2f9-4d99-b00a-f43217526ce0,fc87627e-672e-4f14-91d0-da87625dece4,2026-05-26T04:49:58.817879+00:00,qwen,deepseek-v4-pro,0.7,2,392506e8628558ef,A_label_only__P1_low_ADHD_low_IA__nback,A_label_only,label-only,P1_low_ADHD_low_IA,nback,T2_nback,6,1,TRUE,,,,,0.85,0.95,0.85,0.75,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,09e6795d-f2f9-4d99-b00a-f43217526ce0,fc87627e-672e-4f14-91d0-da87625dece4,2026-05-26T04:49:58.817879+00:00,qwen,deepseek-v4-pro,0.7,2,392506e8628558ef,A_label_only__P1_low_ADHD_low_IA__nback,A_label_only,label-only,P1_low_ADHD_low_IA,nback,T2_nback,7,2,TRUE,,,,,0.82,0.93,0.82,0.71,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,09e6795d-f2f9-4d99-b00a-f43217526ce0,fc87627e-672e-4f14-91d0-da87625dece4,2026-05-26T04:49:58.817879+00:00,qwen,deepseek-v4-pro,0.7,2,392506e8628558ef,A_label_only__P1_low_ADHD_low_IA__nback,A_label_only,label-only,P1_low_ADHD_low_IA,nback,T2_nback,8,3,TRUE,,,,,0.88,0.96,0.87,0.81,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,09e6795d-f2f9-4d99-b00a-f43217526ce0,fc87627e-672e-4f14-91d0-da87625dece4,2026-05-26T04:49:58.817879+00:00,qwen,deepseek-v4-pro,0.7,2,392506e8628558ef,A_label_only__P1_low_ADHD_low_IA__nback,A_label_only,label-only,P1_low_ADHD_low_IA,nback,T2_nback,9,4,TRUE,,,,,0.84,0.94,0.84,0.74,,,,,,,,,,,,
qwen_deepseek-v4-pro_20260526T044814Z,09e6795d-f2f9-4d99-b00a-f43217526ce0,fc87627e-672e-4f14-91d0-da87625dece4,2026-05-26T04:49:58.817879+00:00,qwen,deepseek-v4-pro,0.7,2,392506e8628558ef,A_label_only__P1_low_ADHD_low_IA__nback,A_label_only,label-only,P1_low_ADHD_low_IA,nback,T2_nback,10,5,TRUE,,,,,0.86,0.95,0.86,0.77,,,,,,,,,,,,
