run_id,call_id,batch_id,timestamp_utc,provider,model,temperature,prompt_index,prompt_hash,prompt_id,ablation_condition,condition_name,profile_id,task_id,task_code,repeat_id,sample_in_call,success,accuracy,mean_rt_ms,interference_effect_ms,overall_accuracy,accuracy_1back,accuracy_2back,accuracy_3back,adjusted_average_pumps,total_earnings,explosion_count,discounting_k,log_discounting_k
qwen_deepseek-v4-pro_20260529T063655Z,cbf4542e-adc6-4126-bed3-1c6c6145aba8,14451e94-6d2f-4de2-b868-f8638d9c51cc,2026-05-29T06:37:26.091144+00:00,qwen,deepseek-v4-pro,0.7,3,de1390d32ba05343,IP_questionnaire_only__S0001__bart,questionnaire_only,questionnaire-only individual prediction,S0001,bart,bart,1,1,TRUE,,,,,,,,42,1450,9,,
qwen_deepseek-v4-pro_20260529T063655Z,cbf4542e-adc6-4126-bed3-1c6c6145aba8,14451e94-6d2f-4de2-b868-f8638d9c51cc,2026-05-29T06:37:26.091144+00:00,qwen,deepseek-v4-pro,0.7,3,de1390d32ba05343,IP_questionnaire_only__S0001__bart,questionnaire_only,questionnaire-only individual prediction,S0001,bart,bart,2,2,TRUE,,,,,,,,38,1280,12,,
qwen_deepseek-v4-pro_20260529T063655Z,cbf4542e-adc6-4126-bed3-1c6c6145aba8,14451e94-6d2f-4de2-b868-f8638d9c51cc,2026-05-29T06:37:26.091144+00:00,qwen,deepseek-v4-pro,0.7,3,de1390d32ba05343,IP_questionnaire_only__S0001__bart,questionnaire_only,questionnaire-only individual prediction,S0001,bart,bart,3,3,TRUE,,,,,,,,46,1600,7,,
qwen_deepseek-v4-pro_20260529T063655Z,cbf4542e-adc6-4126-bed3-1c6c6145aba8,14451e94-6d2f-4de2-b868-f8638d9c51cc,2026-05-29T06:37:26.091144+00:00,qwen,deepseek-v4-pro,0.7,3,de1390d32ba05343,IP_questionnaire_only__S0001__bart,questionnaire_only,questionnaire-only individual prediction,S0001,bart,bart,4,4,TRUE,,,,,,,,35,1120,15,,
qwen_deepseek-v4-pro_20260529T063655Z,cbf4542e-adc6-4126-bed3-1c6c6145aba8,14451e94-6d2f-4de2-b868-f8638d9c51cc,2026-05-29T06:37:26.091144+00:00,qwen,deepseek-v4-pro,0.7,3,de1390d32ba05343,IP_questionnaire_only__S0001__bart,questionnaire_only,questionnaire-only individual prediction,S0001,bart,bart,5,5,TRUE,,,,,,,,40,1380,10,,
qwen_deepseek-v4-pro_20260529T063655Z,52bacb16-9258-4b64-ad9e-0b3571296e71,aee234fa-2dcc-4378-a827-58f9d38e0ce3,2026-05-29T06:37:35.231158+00:00,qwen,deepseek-v4-pro,0.7,4,cfa10a72aef47dc3,IP_questionnaire_only__S0001__ddt,questionnaire_only,questionnaire-only individual prediction,S0001,ddt,ddt,1,1,TRUE,,,,,,,,,,,0.012,-4.422
qwen_deepseek-v4-pro_20260529T063655Z,52bacb16-9258-4b64-ad9e-0b3571296e71,aee234fa-2dcc-4378-a827-58f9d38e0ce3,2026-05-29T06:37:35.231158+00:00,qwen,deepseek-v4-pro,0.7,4,cfa10a72aef47dc3,IP_questionnaire_only__S0001__ddt,questionnaire_only,questionnaire-only individual prediction,S0001,ddt,ddt,2,2,TRUE,,,,,,,,,,,0.008,-4.828
qwen_deepseek-v4-pro_20260529T063655Z,52bacb16-9258-4b64-ad9e-0b3571296e71,aee234fa-2dcc-4378-a827-58f9d38e0ce3,2026-05-29T06:37:35.231158+00:00,qwen,deepseek-v4-pro,0.7,4,cfa10a72aef47dc3,IP_questionnaire_only__S0001__ddt,questionnaire_only,questionnaire-only individual prediction,S0001,ddt,ddt,3,3,TRUE,,,,,,,,,,,0.015,-4.2
qwen_deepseek-v4-pro_20260529T063655Z,52bacb16-9258-4b64-ad9e-0b3571296e71,aee234fa-2dcc-4378-a827-58f9d38e0ce3,2026-05-29T06:37:35.231158+00:00,qwen,deepseek-v4-pro,0.7,4,cfa10a72aef47dc3,IP_questionnaire_only__S0001__ddt,questionnaire_only,questionnaire-only individual prediction,S0001,ddt,ddt,4,4,TRUE,,,,,,,,,,,0.01,-4.605
qwen_deepseek-v4-pro_20260529T063655Z,52bacb16-9258-4b64-ad9e-0b3571296e71,aee234fa-2dcc-4378-a827-58f9d38e0ce3,2026-05-29T06:37:35.231158+00:00,qwen,deepseek-v4-pro,0.7,4,cfa10a72aef47dc3,IP_questionnaire_only__S0001__ddt,questionnaire_only,questionnaire-only individual prediction,S0001,ddt,ddt,5,5,TRUE,,,,,,,,,,,0.006,-5.116
qwen_deepseek-v4-pro_20260529T063655Z,f0a8dd99-8674-4780-9da0-7800007cb784,6172278f-3a81-4eae-9f98-4f5990b152b6,2026-05-29T06:37:44.439040+00:00,qwen,deepseek-v4-pro,0.7,5,9bf2fdb51a500cf3,IP_questionnaire_only__S0002__stroop,questionnaire_only,questionnaire-only individual prediction,S0002,stroop,stroop,1,1,TRUE,0.78,720,110,,,,,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,f0a8dd99-8674-4780-9da0-7800007cb784,6172278f-3a81-4eae-9f98-4f5990b152b6,2026-05-29T06:37:44.439040+00:00,qwen,deepseek-v4-pro,0.7,5,9bf2fdb51a500cf3,IP_questionnaire_only__S0002__stroop,questionnaire_only,questionnaire-only individual prediction,S0002,stroop,stroop,2,2,TRUE,0.81,695,125,,,,,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,f0a8dd99-8674-4780-9da0-7800007cb784,6172278f-3a81-4eae-9f98-4f5990b152b6,2026-05-29T06:37:44.439040+00:00,qwen,deepseek-v4-pro,0.7,5,9bf2fdb51a500cf3,IP_questionnaire_only__S0002__stroop,questionnaire_only,questionnaire-only individual prediction,S0002,stroop,stroop,3,3,TRUE,0.76,740,105,,,,,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,f0a8dd99-8674-4780-9da0-7800007cb784,6172278f-3a81-4eae-9f98-4f5990b152b6,2026-05-29T06:37:44.439040+00:00,qwen,deepseek-v4-pro,0.7,5,9bf2fdb51a500cf3,IP_questionnaire_only__S0002__stroop,questionnaire_only,questionnaire-only individual prediction,S0002,stroop,stroop,4,4,TRUE,0.79,710,115,,,,,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,f0a8dd99-8674-4780-9da0-7800007cb784,6172278f-3a81-4eae-9f98-4f5990b152b6,2026-05-29T06:37:44.439040+00:00,qwen,deepseek-v4-pro,0.7,5,9bf2fdb51a500cf3,IP_questionnaire_only__S0002__stroop,questionnaire_only,questionnaire-only individual prediction,S0002,stroop,stroop,5,5,TRUE,0.83,685,130,,,,,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,cea6fc23-6d56-47d4-a137-3aa055af9d48,09a8f88d-9f91-4043-af4a-e63ba49a8283,2026-05-29T06:37:56.300411+00:00,qwen,deepseek-v4-pro,0.7,6,5fd608e3e7bdda48,IP_questionnaire_only__S0002__nback,questionnaire_only,questionnaire-only individual prediction,S0002,nback,nback,1,1,TRUE,,,,0.78,0.94,0.81,0.59,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,cea6fc23-6d56-47d4-a137-3aa055af9d48,09a8f88d-9f91-4043-af4a-e63ba49a8283,2026-05-29T06:37:56.300411+00:00,qwen,deepseek-v4-pro,0.7,6,5fd608e3e7bdda48,IP_questionnaire_only__S0002__nback,questionnaire_only,questionnaire-only individual prediction,S0002,nback,nback,2,2,TRUE,,,,0.72,0.91,0.77,0.48,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,cea6fc23-6d56-47d4-a137-3aa055af9d48,09a8f88d-9f91-4043-af4a-e63ba49a8283,2026-05-29T06:37:56.300411+00:00,qwen,deepseek-v4-pro,0.7,6,5fd608e3e7bdda48,IP_questionnaire_only__S0002__nback,questionnaire_only,questionnaire-only individual prediction,S0002,nback,nback,3,3,TRUE,,,,0.75,0.93,0.79,0.53,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,cea6fc23-6d56-47d4-a137-3aa055af9d48,09a8f88d-9f91-4043-af4a-e63ba49a8283,2026-05-29T06:37:56.300411+00:00,qwen,deepseek-v4-pro,0.7,6,5fd608e3e7bdda48,IP_questionnaire_only__S0002__nback,questionnaire_only,questionnaire-only individual prediction,S0002,nback,nback,4,4,TRUE,,,,0.8,0.95,0.84,0.61,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,cea6fc23-6d56-47d4-a137-3aa055af9d48,09a8f88d-9f91-4043-af4a-e63ba49a8283,2026-05-29T06:37:56.300411+00:00,qwen,deepseek-v4-pro,0.7,6,5fd608e3e7bdda48,IP_questionnaire_only__S0002__nback,questionnaire_only,questionnaire-only individual prediction,S0002,nback,nback,5,5,TRUE,,,,0.76,0.92,0.8,0.56,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,b2905ac1-ffd7-450c-a13a-55dcc3d7cffc,caa837df-cff2-4e8c-8df0-b237bf5325d0,2026-05-29T06:38:04.817830+00:00,qwen,deepseek-v4-pro,0.7,7,69a3fcec308bb4fa,IP_questionnaire_only__S0002__bart,questionnaire_only,questionnaire-only individual prediction,S0002,bart,bart,1,1,TRUE,,,,,,,,38.2,540,4,,
qwen_deepseek-v4-pro_20260529T063655Z,b2905ac1-ffd7-450c-a13a-55dcc3d7cffc,caa837df-cff2-4e8c-8df0-b237bf5325d0,2026-05-29T06:38:04.817830+00:00,qwen,deepseek-v4-pro,0.7,7,69a3fcec308bb4fa,IP_questionnaire_only__S0002__bart,questionnaire_only,questionnaire-only individual prediction,S0002,bart,bart,2,2,TRUE,,,,,,,,34.8,480,5,,
qwen_deepseek-v4-pro_20260529T063655Z,b2905ac1-ffd7-450c-a13a-55dcc3d7cffc,caa837df-cff2-4e8c-8df0-b237bf5325d0,2026-05-29T06:38:04.817830+00:00,qwen,deepseek-v4-pro,0.7,7,69a3fcec308bb4fa,IP_questionnaire_only__S0002__bart,questionnaire_only,questionnaire-only individual prediction,S0002,bart,bart,3,3,TRUE,,,,,,,,41.5,620,3,,
qwen_deepseek-v4-pro_20260529T063655Z,b2905ac1-ffd7-450c-a13a-55dcc3d7cffc,caa837df-cff2-4e8c-8df0-b237bf5325d0,2026-05-29T06:38:04.817830+00:00,qwen,deepseek-v4-pro,0.7,7,69a3fcec308bb4fa,IP_questionnaire_only__S0002__bart,questionnaire_only,questionnaire-only individual prediction,S0002,bart,bart,4,4,TRUE,,,,,,,,36.7,510,6,,
qwen_deepseek-v4-pro_20260529T063655Z,b2905ac1-ffd7-450c-a13a-55dcc3d7cffc,caa837df-cff2-4e8c-8df0-b237bf5325d0,2026-05-29T06:38:04.817830+00:00,qwen,deepseek-v4-pro,0.7,7,69a3fcec308bb4fa,IP_questionnaire_only__S0002__bart,questionnaire_only,questionnaire-only individual prediction,S0002,bart,bart,5,5,TRUE,,,,,,,,39.9,580,4,,
qwen_deepseek-v4-pro_20260529T063655Z,bfc277a3-8e3c-4461-bc88-60ca934a0de0,92291de8-e225-427b-bea7-34ff329b8330,2026-05-29T06:38:11.898967+00:00,qwen,deepseek-v4-pro,0.7,8,7451384f34ea9b77,IP_questionnaire_only__S0003__stroop,questionnaire_only,questionnaire-only individual prediction,S0003,stroop,stroop,1,1,TRUE,0.82,720,150,,,,,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,bfc277a3-8e3c-4461-bc88-60ca934a0de0,92291de8-e225-427b-bea7-34ff329b8330,2026-05-29T06:38:11.898967+00:00,qwen,deepseek-v4-pro,0.7,8,7451384f34ea9b77,IP_questionnaire_only__S0003__stroop,questionnaire_only,questionnaire-only individual prediction,S0003,stroop,stroop,2,2,TRUE,0.79,740,165,,,,,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,bfc277a3-8e3c-4461-bc88-60ca934a0de0,92291de8-e225-427b-bea7-34ff329b8330,2026-05-29T06:38:11.898967+00:00,qwen,deepseek-v4-pro,0.7,8,7451384f34ea9b77,IP_questionnaire_only__S0003__stroop,questionnaire_only,questionnaire-only individual prediction,S0003,stroop,stroop,3,3,TRUE,0.85,695,140,,,,,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,bfc277a3-8e3c-4461-bc88-60ca934a0de0,92291de8-e225-427b-bea7-34ff329b8330,2026-05-29T06:38:11.898967+00:00,qwen,deepseek-v4-pro,0.7,8,7451384f34ea9b77,IP_questionnaire_only__S0003__stroop,questionnaire_only,questionnaire-only individual prediction,S0003,stroop,stroop,4,4,TRUE,0.81,710,155,,,,,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,bfc277a3-8e3c-4461-bc88-60ca934a0de0,92291de8-e225-427b-bea7-34ff329b8330,2026-05-29T06:38:11.898967+00:00,qwen,deepseek-v4-pro,0.7,8,7451384f34ea9b77,IP_questionnaire_only__S0003__stroop,questionnaire_only,questionnaire-only individual prediction,S0003,stroop,stroop,5,5,TRUE,0.78,755,170,,,,,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,5c74b258-44b1-443d-a9e2-2307cb1b81c9,ac676750-88d9-414d-b338-ede7996f9f5f,2026-05-29T06:38:20.647099+00:00,qwen,deepseek-v4-pro,0.7,9,9c6f00f7d03dd1ee,IP_questionnaire_only__S0003__ddt,questionnaire_only,questionnaire-only individual prediction,S0003,ddt,ddt,1,1,TRUE,,,,,,,,,,,0.008,-4.828
qwen_deepseek-v4-pro_20260529T063655Z,5c74b258-44b1-443d-a9e2-2307cb1b81c9,ac676750-88d9-414d-b338-ede7996f9f5f,2026-05-29T06:38:20.647099+00:00,qwen,deepseek-v4-pro,0.7,9,9c6f00f7d03dd1ee,IP_questionnaire_only__S0003__ddt,questionnaire_only,questionnaire-only individual prediction,S0003,ddt,ddt,2,2,TRUE,,,,,,,,,,,0.012,-4.423
qwen_deepseek-v4-pro_20260529T063655Z,5c74b258-44b1-443d-a9e2-2307cb1b81c9,ac676750-88d9-414d-b338-ede7996f9f5f,2026-05-29T06:38:20.647099+00:00,qwen,deepseek-v4-pro,0.7,9,9c6f00f7d03dd1ee,IP_questionnaire_only__S0003__ddt,questionnaire_only,questionnaire-only individual prediction,S0003,ddt,ddt,3,3,TRUE,,,,,,,,,,,0.006,-5.116
qwen_deepseek-v4-pro_20260529T063655Z,5c74b258-44b1-443d-a9e2-2307cb1b81c9,ac676750-88d9-414d-b338-ede7996f9f5f,2026-05-29T06:38:20.647099+00:00,qwen,deepseek-v4-pro,0.7,9,9c6f00f7d03dd1ee,IP_questionnaire_only__S0003__ddt,questionnaire_only,questionnaire-only individual prediction,S0003,ddt,ddt,4,4,TRUE,,,,,,,,,,,0.015,-4.2
qwen_deepseek-v4-pro_20260529T063655Z,5c74b258-44b1-443d-a9e2-2307cb1b81c9,ac676750-88d9-414d-b338-ede7996f9f5f,2026-05-29T06:38:20.647099+00:00,qwen,deepseek-v4-pro,0.7,9,9c6f00f7d03dd1ee,IP_questionnaire_only__S0003__ddt,questionnaire_only,questionnaire-only individual prediction,S0003,ddt,ddt,5,5,TRUE,,,,,,,,,,,0.01,-4.605
qwen_deepseek-v4-pro_20260529T063655Z,2f475118-3b54-43c8-ae95-05ee7e72b052,bbc47f55-d6e5-4f96-a8e9-421b1afec892,2026-05-29T06:38:27.246584+00:00,qwen,deepseek-v4-pro,0.7,10,e48e6fa397f45f8a,IP_questionnaire_only__S0005__stroop,questionnaire_only,questionnaire-only individual prediction,S0005,stroop,stroop,1,1,TRUE,0.87,720,150,,,,,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,2f475118-3b54-43c8-ae95-05ee7e72b052,bbc47f55-d6e5-4f96-a8e9-421b1afec892,2026-05-29T06:38:27.246584+00:00,qwen,deepseek-v4-pro,0.7,10,e48e6fa397f45f8a,IP_questionnaire_only__S0005__stroop,questionnaire_only,questionnaire-only individual prediction,S0005,stroop,stroop,2,2,TRUE,0.83,760,180,,,,,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,2f475118-3b54-43c8-ae95-05ee7e72b052,bbc47f55-d6e5-4f96-a8e9-421b1afec892,2026-05-29T06:38:27.246584+00:00,qwen,deepseek-v4-pro,0.7,10,e48e6fa397f45f8a,IP_questionnaire_only__S0005__stroop,questionnaire_only,questionnaire-only individual prediction,S0005,stroop,stroop,3,3,TRUE,0.89,690,130,,,,,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,2f475118-3b54-43c8-ae95-05ee7e72b052,bbc47f55-d6e5-4f96-a8e9-421b1afec892,2026-05-29T06:38:27.246584+00:00,qwen,deepseek-v4-pro,0.7,10,e48e6fa397f45f8a,IP_questionnaire_only__S0005__stroop,questionnaire_only,questionnaire-only individual prediction,S0005,stroop,stroop,4,4,TRUE,0.85,740,160,,,,,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,2f475118-3b54-43c8-ae95-05ee7e72b052,bbc47f55-d6e5-4f96-a8e9-421b1afec892,2026-05-29T06:38:27.246584+00:00,qwen,deepseek-v4-pro,0.7,10,e48e6fa397f45f8a,IP_questionnaire_only__S0005__stroop,questionnaire_only,questionnaire-only individual prediction,S0005,stroop,stroop,5,5,TRUE,0.81,780,200,,,,,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,95b5e154-e8c9-4b47-a010-761f987a86e1,ee576776-fbfd-48db-b650-bd29e27fe039,2026-05-29T06:38:40.345030+00:00,qwen,deepseek-v4-pro,0.7,11,d179e54bc6933514,IP_questionnaire_only__S0005__nback,questionnaire_only,questionnaire-only individual prediction,S0005,nback,nback,1,1,TRUE,,,,0.68,0.82,0.71,0.51,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,95b5e154-e8c9-4b47-a010-761f987a86e1,ee576776-fbfd-48db-b650-bd29e27fe039,2026-05-29T06:38:40.345030+00:00,qwen,deepseek-v4-pro,0.7,11,d179e54bc6933514,IP_questionnaire_only__S0005__nback,questionnaire_only,questionnaire-only individual prediction,S0005,nback,nback,2,2,TRUE,,,,0.72,0.85,0.74,0.57,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,95b5e154-e8c9-4b47-a010-761f987a86e1,ee576776-fbfd-48db-b650-bd29e27fe039,2026-05-29T06:38:40.345030+00:00,qwen,deepseek-v4-pro,0.7,11,d179e54bc6933514,IP_questionnaire_only__S0005__nback,questionnaire_only,questionnaire-only individual prediction,S0005,nback,nback,3,3,TRUE,,,,0.65,0.8,0.68,0.47,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,95b5e154-e8c9-4b47-a010-761f987a86e1,ee576776-fbfd-48db-b650-bd29e27fe039,2026-05-29T06:38:40.345030+00:00,qwen,deepseek-v4-pro,0.7,11,d179e54bc6933514,IP_questionnaire_only__S0005__nback,questionnaire_only,questionnaire-only individual prediction,S0005,nback,nback,4,4,TRUE,,,,0.7,0.83,0.72,0.55,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,95b5e154-e8c9-4b47-a010-761f987a86e1,ee576776-fbfd-48db-b650-bd29e27fe039,2026-05-29T06:38:40.345030+00:00,qwen,deepseek-v4-pro,0.7,11,d179e54bc6933514,IP_questionnaire_only__S0005__nback,questionnaire_only,questionnaire-only individual prediction,S0005,nback,nback,5,5,TRUE,,,,0.66,0.79,0.69,0.5,,,,,
qwen_deepseek-v4-pro_20260529T063655Z,ac33dc0c-d3a6-4db6-8714-edf6c4659c37,30c6672d-c6a5-4082-8fbf-42183b4bb138,2026-05-29T06:38:49.691297+00:00,qwen,deepseek-v4-pro,0.7,12,e805453f00579736,IP_questionnaire_only__S0005__bart,questionnaire_only,questionnaire-only individual prediction,S0005,bart,bart,1,1,TRUE,,,,,,,,8.2,320,4,,
qwen_deepseek-v4-pro_20260529T063655Z,ac33dc0c-d3a6-4db6-8714-edf6c4659c37,30c6672d-c6a5-4082-8fbf-42183b4bb138,2026-05-29T06:38:49.691297+00:00,qwen,deepseek-v4-pro,0.7,12,e805453f00579736,IP_questionnaire_only__S0005__bart,questionnaire_only,questionnaire-only individual prediction,S0005,bart,bart,2,2,TRUE,,,,,,,,9.5,280,6,,
qwen_deepseek-v4-pro_20260529T063655Z,ac33dc0c-d3a6-4db6-8714-edf6c4659c37,30c6672d-c6a5-4082-8fbf-42183b4bb138,2026-05-29T06:38:49.691297+00:00,qwen,deepseek-v4-pro,0.7,12,e805453f00579736,IP_questionnaire_only__S0005__bart,questionnaire_only,questionnaire-only individual prediction,S0005,bart,bart,3,3,TRUE,,,,,,,,7.8,350,3,,
qwen_deepseek-v4-pro_20260529T063655Z,ac33dc0c-d3a6-4db6-8714-edf6c4659c37,30c6672d-c6a5-4082-8fbf-42183b4bb138,2026-05-29T06:38:49.691297+00:00,qwen,deepseek-v4-pro,0.7,12,e805453f00579736,IP_questionnaire_only__S0005__bart,questionnaire_only,questionnaire-only individual prediction,S0005,bart,bart,4,4,TRUE,,,,,,,,8.9,300,5,,
qwen_deepseek-v4-pro_20260529T063655Z,ac33dc0c-d3a6-4db6-8714-edf6c4659c37,30c6672d-c6a5-4082-8fbf-42183b4bb138,2026-05-29T06:38:49.691297+00:00,qwen,deepseek-v4-pro,0.7,12,e805453f00579736,IP_questionnaire_only__S0005__bart,questionnaire_only,questionnaire-only individual prediction,S0005,bart,bart,5,5,TRUE,,,,,,,,9.1,290,5,,
qwen_deepseek-v4-pro_20260529T063655Z,e274d8ea-25f6-4726-8856-170a1fc41cf8,a6adab66-84ea-46ea-aa18-a89852659b7e,2026-05-29T06:38:57.758990+00:00,qwen,deepseek-v4-pro,0.7,13,53ccdebd38b75382,IP_questionnaire_only__S0005__ddt,questionnaire_only,questionnaire-only individual prediction,S0005,ddt,ddt,1,1,TRUE,,,,,,,,,,,0.012,-4.422
qwen_deepseek-v4-pro_20260529T063655Z,e274d8ea-25f6-4726-8856-170a1fc41cf8,a6adab66-84ea-46ea-aa18-a89852659b7e,2026-05-29T06:38:57.758990+00:00,qwen,deepseek-v4-pro,0.7,13,53ccdebd38b75382,IP_questionnaire_only__S0005__ddt,questionnaire_only,questionnaire-only individual prediction,S0005,ddt,ddt,2,2,TRUE,,,,,,,,,,,0.008,-4.828
qwen_deepseek-v4-pro_20260529T063655Z,e274d8ea-25f6-4726-8856-170a1fc41cf8,a6adab66-84ea-46ea-aa18-a89852659b7e,2026-05-29T06:38:57.758990+00:00,qwen,deepseek-v4-pro,0.7,13,53ccdebd38b75382,IP_questionnaire_only__S0005__ddt,questionnaire_only,questionnaire-only individual prediction,S0005,ddt,ddt,3,3,TRUE,,,,,,,,,,,0.015,-4.199
qwen_deepseek-v4-pro_20260529T063655Z,e274d8ea-25f6-4726-8856-170a1fc41cf8,a6adab66-84ea-46ea-aa18-a89852659b7e,2026-05-29T06:38:57.758990+00:00,qwen,deepseek-v4-pro,0.7,13,53ccdebd38b75382,IP_questionnaire_only__S0005__ddt,questionnaire_only,questionnaire-only individual prediction,S0005,ddt,ddt,4,4,TRUE,,,,,,,,,,,0.005,-5.298
qwen_deepseek-v4-pro_20260529T063655Z,e274d8ea-25f6-4726-8856-170a1fc41cf8,a6adab66-84ea-46ea-aa18-a89852659b7e,2026-05-29T06:38:57.758990+00:00,qwen,deepseek-v4-pro,0.7,13,53ccdebd38b75382,IP_questionnaire_only__S0005__ddt,questionnaire_only,questionnaire-only individual prediction,S0005,ddt,ddt,5,5,TRUE,,,,,,,,,,,0.011,-4.51
