run_id,call_id,batch_id,provider,model,temperature,prompt_id,repeat_id,sample_in_call,timestamp_utc,experiment_type,condition_id,condition_name,label_cue,score_cue,symptom_cue,profile_id,profile_short,ia_like_profile,participant_uid,feature_condition,task_id,task_name,prompt_hash,input_tokens,output_tokens,accuracy,mean_rt_ms,rt_sd_ms,interference_effect_ms
IA_qwen_deepseek-v4pro_20260602T114140Z,f0ff3b53-7406-4f9c-9fd0-d8bc4badb340,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0001_bart,1,1,2026-06-02T11:41:58.590391+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_plus_ia_label,bart,Balloon Analogue Risk Task,8b38fff740c8,490,310,28.4,1250,3,0.62
IA_qwen_deepseek-v4pro_20260602T114140Z,f0ff3b53-7406-4f9c-9fd0-d8bc4badb340,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0001_bart,2,2,2026-06-02T11:41:58.591978+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_plus_ia_label,bart,Balloon Analogue Risk Task,8b38fff740c8,490,310,31.7,980,5,0.71
IA_qwen_deepseek-v4pro_20260602T114140Z,f0ff3b53-7406-4f9c-9fd0-d8bc4badb340,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0001_bart,3,3,2026-06-02T11:41:58.591978+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_plus_ia_label,bart,Balloon Analogue Risk Task,8b38fff740c8,490,310,26.2,1420,2,0.58
IA_qwen_deepseek-v4pro_20260602T114140Z,f0ff3b53-7406-4f9c-9fd0-d8bc4badb340,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0001_bart,4,4,2026-06-02T11:41:58.591978+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_plus_ia_label,bart,Balloon Analogue Risk Task,8b38fff740c8,490,310,29.8,1120,4,0.65
IA_qwen_deepseek-v4pro_20260602T114140Z,f0ff3b53-7406-4f9c-9fd0-d8bc4badb340,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0001_bart,5,5,2026-06-02T11:41:58.591978+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_plus_ia_label,bart,Balloon Analogue Risk Task,8b38fff740c8,490,310,27.1,1350,3,0.6
IA_qwen_deepseek-v4pro_20260602T114140Z,7cd314c0-c8fb-416b-9998-338fcb836861,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0001_ddt,1,1,2026-06-02T11:42:03.915145+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_plus_ia_label,ddt,Delay Discounting Task,4a2bb7c99fcd,477,266,0.12,-2.12,0.45,
IA_qwen_deepseek-v4pro_20260602T114140Z,7cd314c0-c8fb-416b-9998-338fcb836861,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0001_ddt,2,2,2026-06-02T11:42:03.915145+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_plus_ia_label,ddt,Delay Discounting Task,4a2bb7c99fcd,477,266,0.08,-2.53,0.38,
IA_qwen_deepseek-v4pro_20260602T114140Z,7cd314c0-c8fb-416b-9998-338fcb836861,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0001_ddt,3,3,2026-06-02T11:42:03.915145+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_plus_ia_label,ddt,Delay Discounting Task,4a2bb7c99fcd,477,266,0.15,-1.9,0.52,
IA_qwen_deepseek-v4pro_20260602T114140Z,7cd314c0-c8fb-416b-9998-338fcb836861,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0001_ddt,4,4,2026-06-02T11:42:03.915145+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_plus_ia_label,ddt,Delay Discounting Task,4a2bb7c99fcd,477,266,0.11,-2.21,0.43,
IA_qwen_deepseek-v4pro_20260602T114140Z,7cd314c0-c8fb-416b-9998-338fcb836861,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0001_ddt,5,5,2026-06-02T11:42:03.915145+00:00,individual_prediction,,,,,,,,,S0001,questionnaire_plus_ia_label,ddt,Delay Discounting Task,4a2bb7c99fcd,477,266,0.09,-2.41,0.4,
IA_qwen_deepseek-v4pro_20260602T114140Z,4f9a0b2a-d353-41c0-80f3-fdb92328c858,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0002_stroop,1,1,2026-06-02T11:42:09.551318+00:00,individual_prediction,,,,,,,,,S0002,questionnaire_plus_ia_label,stroop,Stroop color-word task,a123ecddaf53,480,271,0.87,685,112,145
IA_qwen_deepseek-v4pro_20260602T114140Z,4f9a0b2a-d353-41c0-80f3-fdb92328c858,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0002_stroop,2,2,2026-06-02T11:42:09.551318+00:00,individual_prediction,,,,,,,,,S0002,questionnaire_plus_ia_label,stroop,Stroop color-word task,a123ecddaf53,480,271,0.91,642,98,128
IA_qwen_deepseek-v4pro_20260602T114140Z,4f9a0b2a-d353-41c0-80f3-fdb92328c858,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0002_stroop,3,3,2026-06-02T11:42:09.551318+00:00,individual_prediction,,,,,,,,,S0002,questionnaire_plus_ia_label,stroop,Stroop color-word task,a123ecddaf53,480,271,0.84,723,135,167
IA_qwen_deepseek-v4pro_20260602T114140Z,4f9a0b2a-d353-41c0-80f3-fdb92328c858,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0002_stroop,4,4,2026-06-02T11:42:09.551824+00:00,individual_prediction,,,,,,,,,S0002,questionnaire_plus_ia_label,stroop,Stroop color-word task,a123ecddaf53,480,271,0.89,658,105,139
IA_qwen_deepseek-v4pro_20260602T114140Z,4f9a0b2a-d353-41c0-80f3-fdb92328c858,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0002_stroop,5,5,2026-06-02T11:42:09.551824+00:00,individual_prediction,,,,,,,,,S0002,questionnaire_plus_ia_label,stroop,Stroop color-word task,a123ecddaf53,480,271,0.86,701,124,156
IA_qwen_deepseek-v4pro_20260602T114140Z,80b3851d-55a3-4746-8438-d69c09db4d52,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0002_nback,1,1,2026-06-02T11:42:15.692307+00:00,individual_prediction,,,,,,,,,S0002,questionnaire_plus_ia_label,nback,n-back working-memory task,ce557c4a2e3b,499,311,0.72,0.85,0.73,0.58
IA_qwen_deepseek-v4pro_20260602T114140Z,80b3851d-55a3-4746-8438-d69c09db4d52,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0002_nback,2,2,2026-06-02T11:42:15.692307+00:00,individual_prediction,,,,,,,,,S0002,questionnaire_plus_ia_label,nback,n-back working-memory task,ce557c4a2e3b,499,311,0.68,0.82,0.71,0.51
IA_qwen_deepseek-v4pro_20260602T114140Z,80b3851d-55a3-4746-8438-d69c09db4d52,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0002_nback,3,3,2026-06-02T11:42:15.692307+00:00,individual_prediction,,,,,,,,,S0002,questionnaire_plus_ia_label,nback,n-back working-memory task,ce557c4a2e3b,499,311,0.75,0.88,0.76,0.61
IA_qwen_deepseek-v4pro_20260602T114140Z,80b3851d-55a3-4746-8438-d69c09db4d52,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0002_nback,4,4,2026-06-02T11:42:15.692307+00:00,individual_prediction,,,,,,,,,S0002,questionnaire_plus_ia_label,nback,n-back working-memory task,ce557c4a2e3b,499,311,0.71,0.84,0.72,0.57
IA_qwen_deepseek-v4pro_20260602T114140Z,80b3851d-55a3-4746-8438-d69c09db4d52,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0002_nback,5,5,2026-06-02T11:42:15.692307+00:00,individual_prediction,,,,,,,,,S0002,questionnaire_plus_ia_label,nback,n-back working-memory task,ce557c4a2e3b,499,311,0.69,0.83,0.7,0.54
IA_qwen_deepseek-v4pro_20260602T114140Z,639d8043-d01e-46ca-8ba2-34ff15ec44f4,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0002_bart,1,1,2026-06-02T11:42:21.551640+00:00,individual_prediction,,,,,,,,,S0002,questionnaire_plus_ia_label,bart,Balloon Analogue Risk Task,ac50fc504464,490,311,28.4,1450,3,0.62
IA_qwen_deepseek-v4pro_20260602T114140Z,639d8043-d01e-46ca-8ba2-34ff15ec44f4,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0002_bart,2,2,2026-06-02T11:42:21.551640+00:00,individual_prediction,,,,,,,,,S0002,questionnaire_plus_ia_label,bart,Balloon Analogue Risk Task,ac50fc504464,490,311,32.1,1380,5,0.71
IA_qwen_deepseek-v4pro_20260602T114140Z,639d8043-d01e-46ca-8ba2-34ff15ec44f4,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0002_bart,3,3,2026-06-02T11:42:21.551640+00:00,individual_prediction,,,,,,,,,S0002,questionnaire_plus_ia_label,bart,Balloon Analogue Risk Task,ac50fc504464,490,311,26.8,1520,2,0.58
IA_qwen_deepseek-v4pro_20260602T114140Z,639d8043-d01e-46ca-8ba2-34ff15ec44f4,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0002_bart,4,4,2026-06-02T11:42:21.551640+00:00,individual_prediction,,,,,,,,,S0002,questionnaire_plus_ia_label,bart,Balloon Analogue Risk Task,ac50fc504464,490,311,30.5,1420,4,0.67
IA_qwen_deepseek-v4pro_20260602T114140Z,639d8043-d01e-46ca-8ba2-34ff15ec44f4,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0002_bart,5,5,2026-06-02T11:42:21.551640+00:00,individual_prediction,,,,,,,,,S0002,questionnaire_plus_ia_label,bart,Balloon Analogue Risk Task,ac50fc504464,490,311,27.9,1480,3,0.61
IA_qwen_deepseek-v4pro_20260602T114140Z,7f9d0d4b-bd98-4e92-95e3-419dbf208e7c,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0003_stroop,1,1,2026-06-02T11:42:26.852831+00:00,individual_prediction,,,,,,,,,S0003,questionnaire_plus_ia_label,stroop,Stroop color-word task,27d5764b510a,480,271,0.87,672,115,98
IA_qwen_deepseek-v4pro_20260602T114140Z,7f9d0d4b-bd98-4e92-95e3-419dbf208e7c,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0003_stroop,2,2,2026-06-02T11:42:26.852831+00:00,individual_prediction,,,,,,,,,S0003,questionnaire_plus_ia_label,stroop,Stroop color-word task,27d5764b510a,480,271,0.91,645,108,112
IA_qwen_deepseek-v4pro_20260602T114140Z,7f9d0d4b-bd98-4e92-95e3-419dbf208e7c,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0003_stroop,3,3,2026-06-02T11:42:26.852831+00:00,individual_prediction,,,,,,,,,S0003,questionnaire_plus_ia_label,stroop,Stroop color-word task,27d5764b510a,480,271,0.89,658,122,105
IA_qwen_deepseek-v4pro_20260602T114140Z,7f9d0d4b-bd98-4e92-95e3-419dbf208e7c,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0003_stroop,4,4,2026-06-02T11:42:26.852831+00:00,individual_prediction,,,,,,,,,S0003,questionnaire_plus_ia_label,stroop,Stroop color-word task,27d5764b510a,480,271,0.85,691,134,121
IA_qwen_deepseek-v4pro_20260602T114140Z,7f9d0d4b-bd98-4e92-95e3-419dbf208e7c,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0003_stroop,5,5,2026-06-02T11:42:26.852831+00:00,individual_prediction,,,,,,,,,S0003,questionnaire_plus_ia_label,stroop,Stroop color-word task,27d5764b510a,480,271,0.88,663,119,109
IA_qwen_deepseek-v4pro_20260602T114140Z,600215ea-9231-4388-8320-4b297ab0afbc,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0003_ddt,1,1,2026-06-02T11:42:31.988619+00:00,individual_prediction,,,,,,,,,S0003,questionnaire_plus_ia_label,ddt,Delay Discounting Task,2d751416d160,477,266,0.12,-0.92,0.35,
IA_qwen_deepseek-v4pro_20260602T114140Z,600215ea-9231-4388-8320-4b297ab0afbc,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0003_ddt,2,2,2026-06-02T11:42:31.988619+00:00,individual_prediction,,,,,,,,,S0003,questionnaire_plus_ia_label,ddt,Delay Discounting Task,2d751416d160,477,266,0.08,-1.1,0.28,
IA_qwen_deepseek-v4pro_20260602T114140Z,600215ea-9231-4388-8320-4b297ab0afbc,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0003_ddt,3,3,2026-06-02T11:42:31.988619+00:00,individual_prediction,,,,,,,,,S0003,questionnaire_plus_ia_label,ddt,Delay Discounting Task,2d751416d160,477,266,0.15,-0.82,0.41,
IA_qwen_deepseek-v4pro_20260602T114140Z,600215ea-9231-4388-8320-4b297ab0afbc,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0003_ddt,4,4,2026-06-02T11:42:31.988619+00:00,individual_prediction,,,,,,,,,S0003,questionnaire_plus_ia_label,ddt,Delay Discounting Task,2d751416d160,477,266,0.11,-0.96,0.33,
IA_qwen_deepseek-v4pro_20260602T114140Z,600215ea-9231-4388-8320-4b297ab0afbc,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0003_ddt,5,5,2026-06-02T11:42:31.988619+00:00,individual_prediction,,,,,,,,,S0003,questionnaire_plus_ia_label,ddt,Delay Discounting Task,2d751416d160,477,266,0.09,-1.05,0.31,
IA_qwen_deepseek-v4pro_20260602T114140Z,1bedddcc-b6bd-4c44-981a-e74ca9f118a6,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_stroop,1,1,2026-06-02T11:42:36.991659+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,stroop,Stroop color-word task,404363eb1b06,480,271,0.85,720,120,95
IA_qwen_deepseek-v4pro_20260602T114140Z,1bedddcc-b6bd-4c44-981a-e74ca9f118a6,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_stroop,2,2,2026-06-02T11:42:36.992456+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,stroop,Stroop color-word task,404363eb1b06,480,271,0.82,735,125,102
IA_qwen_deepseek-v4pro_20260602T114140Z,1bedddcc-b6bd-4c44-981a-e74ca9f118a6,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_stroop,3,3,2026-06-02T11:42:36.992456+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,stroop,Stroop color-word task,404363eb1b06,480,271,0.87,710,118,88
IA_qwen_deepseek-v4pro_20260602T114140Z,1bedddcc-b6bd-4c44-981a-e74ca9f118a6,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_stroop,4,4,2026-06-02T11:42:36.992456+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,stroop,Stroop color-word task,404363eb1b06,480,271,0.84,728,122,97
IA_qwen_deepseek-v4pro_20260602T114140Z,1bedddcc-b6bd-4c44-981a-e74ca9f118a6,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_stroop,5,5,2026-06-02T11:42:36.992456+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,stroop,Stroop color-word task,404363eb1b06,480,271,0.83,742,127,105
IA_qwen_deepseek-v4pro_20260602T114140Z,d4cda4f5-db48-49f5-bddf-4a30b7a4cf21,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_nback,1,1,2026-06-02T11:42:42.726704+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,nback,n-back working-memory task,6024907489be,499,311,0.72,0.85,0.73,0.58
IA_qwen_deepseek-v4pro_20260602T114140Z,d4cda4f5-db48-49f5-bddf-4a30b7a4cf21,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_nback,2,2,2026-06-02T11:42:42.726704+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,nback,n-back working-memory task,6024907489be,499,311,0.69,0.83,0.71,0.53
IA_qwen_deepseek-v4pro_20260602T114140Z,d4cda4f5-db48-49f5-bddf-4a30b7a4cf21,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_nback,3,3,2026-06-02T11:42:42.726704+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,nback,n-back working-memory task,6024907489be,499,311,0.74,0.87,0.75,0.6
IA_qwen_deepseek-v4pro_20260602T114140Z,d4cda4f5-db48-49f5-bddf-4a30b7a4cf21,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_nback,4,4,2026-06-02T11:42:42.726704+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,nback,n-back working-memory task,6024907489be,499,311,0.71,0.84,0.72,0.57
IA_qwen_deepseek-v4pro_20260602T114140Z,d4cda4f5-db48-49f5-bddf-4a30b7a4cf21,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_nback,5,5,2026-06-02T11:42:42.726704+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,nback,n-back working-memory task,6024907489be,499,311,0.7,0.82,0.7,0.58
IA_qwen_deepseek-v4pro_20260602T114140Z,1daa4836-8142-4731-ad49-084d7afef70f,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_bart,1,1,2026-06-02T11:42:48.471358+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,bart,Balloon Analogue Risk Task,db673210f2e0,490,311,8.2,1250,3,0.42
IA_qwen_deepseek-v4pro_20260602T114140Z,1daa4836-8142-4731-ad49-084d7afef70f,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_bart,2,2,2026-06-02T11:42:48.471358+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,bart,Balloon Analogue Risk Task,db673210f2e0,490,311,7.8,1180,4,0.38
IA_qwen_deepseek-v4pro_20260602T114140Z,1daa4836-8142-4731-ad49-084d7afef70f,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_bart,3,3,2026-06-02T11:42:48.471358+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,bart,Balloon Analogue Risk Task,db673210f2e0,490,311,8.5,1320,2,0.45
IA_qwen_deepseek-v4pro_20260602T114140Z,1daa4836-8142-4731-ad49-084d7afef70f,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_bart,4,4,2026-06-02T11:42:48.471358+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,bart,Balloon Analogue Risk Task,db673210f2e0,490,311,7.3,1100,5,0.35
IA_qwen_deepseek-v4pro_20260602T114140Z,1daa4836-8142-4731-ad49-084d7afef70f,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_bart,5,5,2026-06-02T11:42:48.471358+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,bart,Balloon Analogue Risk Task,db673210f2e0,490,311,8.9,1400,1,0.48
IA_qwen_deepseek-v4pro_20260602T114140Z,20c391e9-fb5a-43ed-9892-9e4244d052da,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_ddt,1,1,2026-06-02T11:42:54.090373+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,ddt,Delay Discounting Task,8d3c1faac345,477,271,0.0085,-4.767,0.42,
IA_qwen_deepseek-v4pro_20260602T114140Z,20c391e9-fb5a-43ed-9892-9e4244d052da,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_ddt,2,2,2026-06-02T11:42:54.090373+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,ddt,Delay Discounting Task,8d3c1faac345,477,271,0.0123,-4.398,0.38,
IA_qwen_deepseek-v4pro_20260602T114140Z,20c391e9-fb5a-43ed-9892-9e4244d052da,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_ddt,3,3,2026-06-02T11:42:54.090373+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,ddt,Delay Discounting Task,8d3c1faac345,477,271,0.0097,-4.635,0.45,
IA_qwen_deepseek-v4pro_20260602T114140Z,20c391e9-fb5a-43ed-9892-9e4244d052da,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_ddt,4,4,2026-06-02T11:42:54.090373+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,ddt,Delay Discounting Task,8d3c1faac345,477,271,0.0111,-4.5,0.41,
IA_qwen_deepseek-v4pro_20260602T114140Z,20c391e9-fb5a-43ed-9892-9e4244d052da,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0005_ddt,5,5,2026-06-02T11:42:54.090373+00:00,individual_prediction,,,,,,,,,S0005,questionnaire_plus_ia_label,ddt,Delay Discounting Task,8d3c1faac345,477,271,0.0102,-4.585,0.39,
IA_qwen_deepseek-v4pro_20260602T114140Z,d1e048ae-2fc5-4761-a3e2-95eb486f3991,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0006_stroop,1,1,2026-06-02T11:42:59.348393+00:00,individual_prediction,,,,,,,,,S0006,questionnaire_plus_ia_label,stroop,Stroop color-word task,0dc59c633c32,480,271,0.87,720,95,110
IA_qwen_deepseek-v4pro_20260602T114140Z,d1e048ae-2fc5-4761-a3e2-95eb486f3991,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0006_stroop,2,2,2026-06-02T11:42:59.348393+00:00,individual_prediction,,,,,,,,,S0006,questionnaire_plus_ia_label,stroop,Stroop color-word task,0dc59c633c32,480,271,0.89,705,88,98
IA_qwen_deepseek-v4pro_20260602T114140Z,d1e048ae-2fc5-4761-a3e2-95eb486f3991,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0006_stroop,3,3,2026-06-02T11:42:59.348393+00:00,individual_prediction,,,,,,,,,S0006,questionnaire_plus_ia_label,stroop,Stroop color-word task,0dc59c633c32,480,271,0.85,735,102,115
IA_qwen_deepseek-v4pro_20260602T114140Z,d1e048ae-2fc5-4761-a3e2-95eb486f3991,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0006_stroop,4,4,2026-06-02T11:42:59.348393+00:00,individual_prediction,,,,,,,,,S0006,questionnaire_plus_ia_label,stroop,Stroop color-word task,0dc59c633c32,480,271,0.88,712,91,105
IA_qwen_deepseek-v4pro_20260602T114140Z,d1e048ae-2fc5-4761-a3e2-95eb486f3991,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0006_stroop,5,5,2026-06-02T11:42:59.348393+00:00,individual_prediction,,,,,,,,,S0006,questionnaire_plus_ia_label,stroop,Stroop color-word task,0dc59c633c32,480,271,0.86,728,97,108
IA_qwen_deepseek-v4pro_20260602T114140Z,c3fd569b-973c-46ee-b215-5c1344344ab6,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0006_nback,1,1,2026-06-02T11:43:05.455909+00:00,individual_prediction,,,,,,,,,S0006,questionnaire_plus_ia_label,nback,n-back working-memory task,342183b53c86,499,311,0.78,0.89,0.75,0.62
IA_qwen_deepseek-v4pro_20260602T114140Z,c3fd569b-973c-46ee-b215-5c1344344ab6,1,qwen,deepseek-v4pro,0.3,IA_individual_plus_label_S0006_nback,2,2,2026-06-02T11:43:05.455909+00:00,individual_prediction,,,,,,,,,S0006,questionnaire_plus_ia_label,nback,n-back working-memory task,342183b53c86,499,311,0.81,0.91,0.78,0.65
