run_id,call_id,batch_id,timestamp_utc,provider,model,temperature,prompt_id,condition_id,ablation_condition,condition_name,label_cue,score_cue,symptom_cue,profile_id,task_id,task_code,requested_samples,prompt_hash,repeat_id,sample_in_call,success,accuracy,mean_rt_ms,rt_sd_ms,interference_effect_ms
cue_qwen_deepseek-v4-pro_20260530T121346Z,6f0baaf0-017b-497e-8b95-2bbe2183655f,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000005,2026-05-30T12:14:15.455064+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,0428bb77f406b6cb,23,3,TRUE,0.97,510,85,-20
cue_qwen_deepseek-v4-pro_20260530T121346Z,6f0baaf0-017b-497e-8b95-2bbe2183655f,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000005,2026-05-30T12:14:15.455064+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,0428bb77f406b6cb,24,4,TRUE,0.958,525,78,-12
cue_qwen_deepseek-v4-pro_20260530T121346Z,6f0baaf0-017b-497e-8b95-2bbe2183655f,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000005,2026-05-30T12:14:15.455064+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,0428bb77f406b6cb,25,5,TRUE,0.965,515,82,-18
cue_qwen_deepseek-v4-pro_20260530T121346Z,b6912210-f3de-4a2c-878d-42f5bc191125,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000006,2026-05-30T12:14:23.497046+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,4ed7dd7231e1876f,26,1,TRUE,0.97,550,80,90
cue_qwen_deepseek-v4-pro_20260530T121346Z,b6912210-f3de-4a2c-878d-42f5bc191125,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000006,2026-05-30T12:14:23.497046+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,4ed7dd7231e1876f,27,2,TRUE,0.96,565,85,95
cue_qwen_deepseek-v4-pro_20260530T121346Z,b6912210-f3de-4a2c-878d-42f5bc191125,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000006,2026-05-30T12:14:23.497046+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,4ed7dd7231e1876f,28,3,TRUE,0.98,540,75,85
cue_qwen_deepseek-v4-pro_20260530T121346Z,b6912210-f3de-4a2c-878d-42f5bc191125,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000006,2026-05-30T12:14:23.497046+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,4ed7dd7231e1876f,29,4,TRUE,0.95,570,90,100
cue_qwen_deepseek-v4-pro_20260530T121346Z,b6912210-f3de-4a2c-878d-42f5bc191125,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000006,2026-05-30T12:14:23.497046+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,4ed7dd7231e1876f,30,5,TRUE,0.97,555,80,88
cue_qwen_deepseek-v4-pro_20260530T121346Z,022fe036-c790-4e79-8c2b-4b84904ed1cc,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000007,2026-05-30T12:14:31.548662+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,79444ed5c76f589e,31,1,TRUE,0.965,580,85,120
cue_qwen_deepseek-v4-pro_20260530T121346Z,022fe036-c790-4e79-8c2b-4b84904ed1cc,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000007,2026-05-30T12:14:31.548662+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,79444ed5c76f589e,32,2,TRUE,0.972,570,90,115
cue_qwen_deepseek-v4-pro_20260530T121346Z,022fe036-c790-4e79-8c2b-4b84904ed1cc,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000007,2026-05-30T12:14:31.548662+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,79444ed5c76f589e,33,3,TRUE,0.96,590,80,125
cue_qwen_deepseek-v4-pro_20260530T121346Z,022fe036-c790-4e79-8c2b-4b84904ed1cc,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000007,2026-05-30T12:14:31.548662+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,79444ed5c76f589e,34,4,TRUE,0.968,575,88,118
cue_qwen_deepseek-v4-pro_20260530T121346Z,022fe036-c790-4e79-8c2b-4b84904ed1cc,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000007,2026-05-30T12:14:31.548662+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,79444ed5c76f589e,35,5,TRUE,0.963,585,82,122
cue_qwen_deepseek-v4-pro_20260530T121346Z,f9e88315-4573-4f7c-a52e-c337d29de7a2,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000008,2026-05-30T12:14:38.961876+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,b32c72fc24e417f3,36,1,TRUE,0.97,520,85,95
cue_qwen_deepseek-v4-pro_20260530T121346Z,f9e88315-4573-4f7c-a52e-c337d29de7a2,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000008,2026-05-30T12:14:38.961876+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,b32c72fc24e417f3,37,2,TRUE,0.96,530,90,100
cue_qwen_deepseek-v4-pro_20260530T121346Z,f9e88315-4573-4f7c-a52e-c337d29de7a2,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000008,2026-05-30T12:14:38.961876+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,b32c72fc24e417f3,38,3,TRUE,0.97,515,80,92
cue_qwen_deepseek-v4-pro_20260530T121346Z,f9e88315-4573-4f7c-a52e-c337d29de7a2,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000008,2026-05-30T12:14:38.961876+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,b32c72fc24e417f3,39,4,TRUE,0.96,525,88,98
cue_qwen_deepseek-v4-pro_20260530T121346Z,f9e88315-4573-4f7c-a52e-c337d29de7a2,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000008,2026-05-30T12:14:38.961876+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,b32c72fc24e417f3,40,5,TRUE,0.97,518,82,93
cue_qwen_deepseek-v4-pro_20260530T121346Z,9431f487-0008-4570-9c42-70b30173b0f5,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000009,2026-05-30T12:14:46.451194+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,cff145ef02f92bc2,41,1,TRUE,0.962,612,105,98
cue_qwen_deepseek-v4-pro_20260530T121346Z,9431f487-0008-4570-9c42-70b30173b0f5,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000009,2026-05-30T12:14:46.451194+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,cff145ef02f92bc2,42,2,TRUE,0.958,625,112,105
cue_qwen_deepseek-v4-pro_20260530T121346Z,9431f487-0008-4570-9c42-70b30173b0f5,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000009,2026-05-30T12:14:46.451194+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,cff145ef02f92bc2,43,3,TRUE,0.965,598,98,92
cue_qwen_deepseek-v4-pro_20260530T121346Z,9431f487-0008-4570-9c42-70b30173b0f5,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000009,2026-05-30T12:14:46.451194+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,cff145ef02f92bc2,44,4,TRUE,0.96,618,108,101
cue_qwen_deepseek-v4-pro_20260530T121346Z,9431f487-0008-4570-9c42-70b30173b0f5,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000009,2026-05-30T12:14:46.451194+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,cff145ef02f92bc2,45,5,TRUE,0.963,605,102,95
cue_qwen_deepseek-v4-pro_20260530T121346Z,5f36cdbf-be15-404d-8b9f-f4f82bc44065,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000010,2026-05-30T12:14:54.256095+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,4040ce644fe725d1,46,1,TRUE,0.97,680,120,95
cue_qwen_deepseek-v4-pro_20260530T121346Z,5f36cdbf-be15-404d-8b9f-f4f82bc44065,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000010,2026-05-30T12:14:54.256095+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,4040ce644fe725d1,47,2,TRUE,0.96,710,130,90
cue_qwen_deepseek-v4-pro_20260530T121346Z,5f36cdbf-be15-404d-8b9f-f4f82bc44065,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000010,2026-05-30T12:14:54.256095+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,4040ce644fe725d1,48,3,TRUE,0.98,650,110,100
cue_qwen_deepseek-v4-pro_20260530T121346Z,5f36cdbf-be15-404d-8b9f-f4f82bc44065,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000010,2026-05-30T12:14:54.256095+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,4040ce644fe725d1,49,4,TRUE,0.97,695,125,92
cue_qwen_deepseek-v4-pro_20260530T121346Z,5f36cdbf-be15-404d-8b9f-f4f82bc44065,C000_no_cue__P1_low_ADHD_low_IA__stroop__batch_000010,2026-05-30T12:14:54.256095+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__stroop,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,stroop,T1_stroop,5,4040ce644fe725d1,50,5,TRUE,0.96,720,135,88
cue_qwen_deepseek-v4-pro_20260530T121346Z,46dc6b15-dee1-456b-9cd6-a0811484f3f9,C000_no_cue__P1_low_ADHD_low_IA__nback__batch_000011,2026-05-30T12:14:59.449545+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__nback,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,nback,T2_nback,5,6aa4e7c5f00f4453,1,1,TRUE,0.82,0.93,0.84,0.69
cue_qwen_deepseek-v4-pro_20260530T121346Z,46dc6b15-dee1-456b-9cd6-a0811484f3f9,C000_no_cue__P1_low_ADHD_low_IA__nback__batch_000011,2026-05-30T12:14:59.449545+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__nback,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,nback,T2_nback,5,6aa4e7c5f00f4453,2,2,TRUE,0.79,0.91,0.81,0.65
cue_qwen_deepseek-v4-pro_20260530T121346Z,46dc6b15-dee1-456b-9cd6-a0811484f3f9,C000_no_cue__P1_low_ADHD_low_IA__nback__batch_000011,2026-05-30T12:14:59.449545+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__nback,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,nback,T2_nback,5,6aa4e7c5f00f4453,3,3,TRUE,0.84,0.94,0.86,0.72
cue_qwen_deepseek-v4-pro_20260530T121346Z,46dc6b15-dee1-456b-9cd6-a0811484f3f9,C000_no_cue__P1_low_ADHD_low_IA__nback__batch_000011,2026-05-30T12:14:59.449545+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__nback,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,nback,T2_nback,5,6aa4e7c5f00f4453,4,4,TRUE,0.77,0.9,0.79,0.62
cue_qwen_deepseek-v4-pro_20260530T121346Z,46dc6b15-dee1-456b-9cd6-a0811484f3f9,C000_no_cue__P1_low_ADHD_low_IA__nback__batch_000011,2026-05-30T12:14:59.449545+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__nback,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,nback,T2_nback,5,6aa4e7c5f00f4453,5,5,TRUE,0.81,0.92,0.83,0.68
cue_qwen_deepseek-v4-pro_20260530T121346Z,17f4e27a-22e8-41aa-8ec0-95b398350f90,C000_no_cue__P1_low_ADHD_low_IA__nback__batch_000012,2026-05-30T12:15:06.199225+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__nback,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,nback,T2_nback,5,7907bea0606a7d42,6,1,TRUE,0.68,0.82,0.64,0.58
cue_qwen_deepseek-v4-pro_20260530T121346Z,17f4e27a-22e8-41aa-8ec0-95b398350f90,C000_no_cue__P1_low_ADHD_low_IA__nback__batch_000012,2026-05-30T12:15:06.199225+00:00,qwen,deepseek-v4-pro,0.7,C000_no_cue__P1_low_ADHD_low_IA__nback,C000_no_cue,C000_no_cue,no-cue,0,0,0,P1_low_ADHD_low_IA,nback,T2_nback,5,7907bea0606a7d42,7,2,TRUE,0.71,0.85,0.67,0.61
