run_id,call_id,batch_id,provider,model,temperature,timestamp_utc,prompt_id,prompt_hash,experiment_type,condition_id,condition_name,label_cue,score_cue,symptom_cue,profile_id,profile_short,ia_like_profile,task_id,task_name,repeat_id,sample_in_call,input_tokens,output_tokens,total_tokens,range_valid,overall_accuracy,accuracy_1back,accuracy_2back,accuracy_3back,,,,
deepseek_ia_strict_20260603T045425Z,49b959e4-9b5d-4c14-a0b7-8f7b213fcad3,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:50.202615+00:00,IA_individual_questionnaire_only_S0002_bart,f3838527f4f6,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,3,3,1463,315,1778,TRUE,,,,,28.4,12,35.9,0.75
deepseek_ia_strict_20260603T045425Z,49b959e4-9b5d-4c14-a0b7-8f7b213fcad3,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:50.202615+00:00,IA_individual_questionnaire_only_S0002_bart,f3838527f4f6,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,4,4,1463,315,1778,TRUE,,,,,51.2,3,19.7,0.41
deepseek_ia_strict_20260603T045425Z,49b959e4-9b5d-4c14-a0b7-8f7b213fcad3,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:50.202615+00:00,IA_individual_questionnaire_only_S0002_bart,f3838527f4f6,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,5,5,1463,315,1778,TRUE,,,,,36.8,9,31.4,0.67
deepseek_ia_strict_20260603T045425Z,66e27d97-42f1-47a9-9937-c1f974452bcc,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:56.225785+00:00,IA_individual_questionnaire_only_S0005_nback,d093f42123bb,individual_prediction,,,,,,,,,nback,n-back working-memory task,1,1,1469,311,1780,TRUE,0.75,0.89,0.72,0.61,,,,
deepseek_ia_strict_20260603T045425Z,66e27d97-42f1-47a9-9937-c1f974452bcc,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:56.225785+00:00,IA_individual_questionnaire_only_S0005_nback,d093f42123bb,individual_prediction,,,,,,,,,nback,n-back working-memory task,2,2,1469,311,1780,TRUE,0.78,0.91,0.75,0.65,,,,
deepseek_ia_strict_20260603T045425Z,66e27d97-42f1-47a9-9937-c1f974452bcc,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:56.225785+00:00,IA_individual_questionnaire_only_S0005_nback,d093f42123bb,individual_prediction,,,,,,,,,nback,n-back working-memory task,3,3,1469,311,1780,TRUE,0.73,0.87,0.71,0.58,,,,
deepseek_ia_strict_20260603T045425Z,66e27d97-42f1-47a9-9937-c1f974452bcc,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:56.225785+00:00,IA_individual_questionnaire_only_S0005_nback,d093f42123bb,individual_prediction,,,,,,,,,nback,n-back working-memory task,4,4,1469,311,1780,TRUE,0.77,0.9,0.74,0.63,,,,
deepseek_ia_strict_20260603T045425Z,66e27d97-42f1-47a9-9937-c1f974452bcc,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:56.225785+00:00,IA_individual_questionnaire_only_S0005_nback,d093f42123bb,individual_prediction,,,,,,,,,nback,n-back working-memory task,5,5,1469,311,1780,TRUE,0.76,0.88,0.73,0.62,,,,
deepseek_ia_strict_20260603T045425Z,d7e7bcc4-96d0-4adf-a5a5-6fe6732d407c,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:02.609370+00:00,IA_individual_questionnaire_only_S0005_bart,1798639685cd,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,1,1,1463,315,1778,TRUE,,,,,42.1,8,28.4,0.52
deepseek_ia_strict_20260603T045425Z,d7e7bcc4-96d0-4adf-a5a5-6fe6732d407c,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:02.609370+00:00,IA_individual_questionnaire_only_S0005_bart,1798639685cd,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,2,2,1463,315,1778,TRUE,,,,,38.9,11,31.7,0.61
deepseek_ia_strict_20260603T045425Z,d7e7bcc4-96d0-4adf-a5a5-6fe6732d407c,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:02.609370+00:00,IA_individual_questionnaire_only_S0005_bart,1798639685cd,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,3,3,1463,315,1778,TRUE,,,,,45.3,6,25.2,0.47
deepseek_ia_strict_20260603T045425Z,d7e7bcc4-96d0-4adf-a5a5-6fe6732d407c,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:02.609370+00:00,IA_individual_questionnaire_only_S0005_bart,1798639685cd,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,4,4,1463,315,1778,TRUE,,,,,36.8,14,33.5,0.68
deepseek_ia_strict_20260603T045425Z,d7e7bcc4-96d0-4adf-a5a5-6fe6732d407c,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:02.609370+00:00,IA_individual_questionnaire_only_S0005_bart,1798639685cd,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,5,5,1463,315,1778,TRUE,,,,,40.2,9,29.8,0.55
deepseek_ia_strict_20260603T045425Z,9f0308cf-429c-40ba-8fd0-55b633af8d29,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:08.291591+00:00,IA_individual_questionnaire_only_S0006_nback,74a99a2cd764,individual_prediction,,,,,,,,,nback,n-back working-memory task,1,1,1469,311,1780,TRUE,0.87,0.92,0.83,0.76,,,,
deepseek_ia_strict_20260603T045425Z,9f0308cf-429c-40ba-8fd0-55b633af8d29,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:08.291591+00:00,IA_individual_questionnaire_only_S0006_nback,74a99a2cd764,individual_prediction,,,,,,,,,nback,n-back working-memory task,2,2,1469,311,1780,TRUE,0.89,0.94,0.85,0.78,,,,
deepseek_ia_strict_20260603T045425Z,9f0308cf-429c-40ba-8fd0-55b633af8d29,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:08.291591+00:00,IA_individual_questionnaire_only_S0006_nback,74a99a2cd764,individual_prediction,,,,,,,,,nback,n-back working-memory task,3,3,1469,311,1780,TRUE,0.85,0.91,0.81,0.73,,,,
deepseek_ia_strict_20260603T045425Z,9f0308cf-429c-40ba-8fd0-55b633af8d29,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:08.291591+00:00,IA_individual_questionnaire_only_S0006_nback,74a99a2cd764,individual_prediction,,,,,,,,,nback,n-back working-memory task,4,4,1469,311,1780,TRUE,0.88,0.93,0.84,0.77,,,,
deepseek_ia_strict_20260603T045425Z,9f0308cf-429c-40ba-8fd0-55b633af8d29,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:08.291591+00:00,IA_individual_questionnaire_only_S0006_nback,74a99a2cd764,individual_prediction,,,,,,,,,nback,n-back working-memory task,5,5,1469,311,1780,TRUE,0.86,0.9,0.82,0.74,,,,
deepseek_ia_strict_20260603T045425Z,c0af8028-6d00-41a1-97fe-eb1805d5525e,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:15.402248+00:00,IA_individual_questionnaire_only_S0006_bart,20036b6e52ba,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,1,1,1463,316,1779,TRUE,,,,,42.3,7,28.5,0.61
deepseek_ia_strict_20260603T045425Z,c0af8028-6d00-41a1-97fe-eb1805d5525e,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:15.402248+00:00,IA_individual_questionnaire_only_S0006_bart,20036b6e52ba,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,2,2,1463,316,1779,TRUE,,,,,38.7,9,31.2,0.54
deepseek_ia_strict_20260603T045425Z,c0af8028-6d00-41a1-97fe-eb1805d5525e,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:15.402248+00:00,IA_individual_questionnaire_only_S0006_bart,20036b6e52ba,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,3,3,1463,316,1779,TRUE,,,,,45.1,5,25.8,0.68
deepseek_ia_strict_20260603T045425Z,c0af8028-6d00-41a1-97fe-eb1805d5525e,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:15.402248+00:00,IA_individual_questionnaire_only_S0006_bart,20036b6e52ba,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,4,4,1463,316,1779,TRUE,,,,,36.9,11,33.6,0.49
deepseek_ia_strict_20260603T045425Z,c0af8028-6d00-41a1-97fe-eb1805d5525e,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:15.402248+00:00,IA_individual_questionnaire_only_S0006_bart,20036b6e52ba,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,5,5,1463,316,1779,TRUE,,,,,40.5,8,29.7,0.57
deepseek_ia_strict_20260603T045425Z,3db21d58-d880-46aa-a1ba-1ddf38cad222,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:21.140718+00:00,IA_individual_questionnaire_only_S0007_nback,5fd7a8154106,individual_prediction,,,,,,,,,nback,n-back working-memory task,1,1,1469,311,1780,TRUE,0.87,0.92,0.83,0.75,,,,
deepseek_ia_strict_20260603T045425Z,3db21d58-d880-46aa-a1ba-1ddf38cad222,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:21.140718+00:00,IA_individual_questionnaire_only_S0007_nback,5fd7a8154106,individual_prediction,,,,,,,,,nback,n-back working-memory task,2,2,1469,311,1780,TRUE,0.89,0.94,0.85,0.78,,,,
deepseek_ia_strict_20260603T045425Z,3db21d58-d880-46aa-a1ba-1ddf38cad222,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:21.140718+00:00,IA_individual_questionnaire_only_S0007_nback,5fd7a8154106,individual_prediction,,,,,,,,,nback,n-back working-memory task,3,3,1469,311,1780,TRUE,0.85,0.91,0.81,0.72,,,,
deepseek_ia_strict_20260603T045425Z,3db21d58-d880-46aa-a1ba-1ddf38cad222,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:21.140718+00:00,IA_individual_questionnaire_only_S0007_nback,5fd7a8154106,individual_prediction,,,,,,,,,nback,n-back working-memory task,4,4,1469,311,1780,TRUE,0.88,0.93,0.84,0.76,,,,
deepseek_ia_strict_20260603T045425Z,3db21d58-d880-46aa-a1ba-1ddf38cad222,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:21.140718+00:00,IA_individual_questionnaire_only_S0007_nback,5fd7a8154106,individual_prediction,,,,,,,,,nback,n-back working-memory task,5,5,1469,311,1780,TRUE,0.86,0.92,0.82,0.74,,,,
deepseek_ia_strict_20260603T045425Z,7a177cef-17b4-4bda-9b48-1505c6c3ce3a,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:26.462092+00:00,IA_individual_questionnaire_only_S0007_bart,44470498ee1f,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,1,1,1463,315,1778,TRUE,,,,,42.3,7,28.5,0.62
deepseek_ia_strict_20260603T045425Z,7a177cef-17b4-4bda-9b48-1505c6c3ce3a,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:26.462092+00:00,IA_individual_questionnaire_only_S0007_bart,44470498ee1f,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,2,2,1463,315,1778,TRUE,,,,,38.7,9,32.1,0.71
deepseek_ia_strict_20260603T045425Z,7a177cef-17b4-4bda-9b48-1505c6c3ce3a,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:26.462092+00:00,IA_individual_questionnaire_only_S0007_bart,44470498ee1f,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,3,3,1463,315,1778,TRUE,,,,,45.2,5,26.8,0.58
deepseek_ia_strict_20260603T045425Z,7a177cef-17b4-4bda-9b48-1505c6c3ce3a,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:26.462092+00:00,IA_individual_questionnaire_only_S0007_bart,44470498ee1f,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,4,4,1463,315,1778,TRUE,,,,,40.1,8,29.7,0.65
deepseek_ia_strict_20260603T045425Z,7a177cef-17b4-4bda-9b48-1505c6c3ce3a,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:26.462092+00:00,IA_individual_questionnaire_only_S0007_bart,44470498ee1f,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,5,5,1463,315,1778,TRUE,,,,,36.9,10,31.4,0.68
deepseek_ia_strict_20260603T045425Z,6e3c189e-26c3-4751-8d05-04f0ac98aacd,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:32.049506+00:00,IA_individual_questionnaire_only_S0008_nback,577fbdff5f14,individual_prediction,,,,,,,,,nback,n-back working-memory task,1,1,1469,311,1780,TRUE,0.87,0.95,0.84,0.75,,,,
deepseek_ia_strict_20260603T045425Z,6e3c189e-26c3-4751-8d05-04f0ac98aacd,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:32.049506+00:00,IA_individual_questionnaire_only_S0008_nback,577fbdff5f14,individual_prediction,,,,,,,,,nback,n-back working-memory task,2,2,1469,311,1780,TRUE,0.85,0.94,0.82,0.73,,,,
deepseek_ia_strict_20260603T045425Z,6e3c189e-26c3-4751-8d05-04f0ac98aacd,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:32.049506+00:00,IA_individual_questionnaire_only_S0008_nback,577fbdff5f14,individual_prediction,,,,,,,,,nback,n-back working-memory task,3,3,1469,311,1780,TRUE,0.83,0.92,0.8,0.71,,,,
deepseek_ia_strict_20260603T045425Z,6e3c189e-26c3-4751-8d05-04f0ac98aacd,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:32.049506+00:00,IA_individual_questionnaire_only_S0008_nback,577fbdff5f14,individual_prediction,,,,,,,,,nback,n-back working-memory task,4,4,1469,311,1780,TRUE,0.81,0.9,0.78,0.68,,,,
deepseek_ia_strict_20260603T045425Z,6e3c189e-26c3-4751-8d05-04f0ac98aacd,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:32.049506+00:00,IA_individual_questionnaire_only_S0008_nback,577fbdff5f14,individual_prediction,,,,,,,,,nback,n-back working-memory task,5,5,1469,311,1780,TRUE,0.79,0.88,0.76,0.66,,,,
deepseek_ia_strict_20260603T045425Z,15ebd1ea-a845-478c-9b39-af4418d37d41,12,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:38.388118+00:00,IA_individual_questionnaire_only_S0008_bart,8b35dfdc2ee5,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,1,1,1463,316,1779,TRUE,,,,,42.3,7,28.5,0.62
deepseek_ia_strict_20260603T045425Z,15ebd1ea-a845-478c-9b39-af4418d37d41,12,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:38.388118+00:00,IA_individual_questionnaire_only_S0008_bart,8b35dfdc2ee5,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,2,2,1463,316,1779,TRUE,,,,,38.9,9,32.1,0.54
deepseek_ia_strict_20260603T045425Z,15ebd1ea-a845-478c-9b39-af4418d37d41,12,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:38.388118+00:00,IA_individual_questionnaire_only_S0008_bart,8b35dfdc2ee5,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,3,3,1463,316,1779,TRUE,,,,,45.2,5,25.7,0.68
deepseek_ia_strict_20260603T045425Z,15ebd1ea-a845-478c-9b39-af4418d37d41,12,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:38.388118+00:00,IA_individual_questionnaire_only_S0008_bart,8b35dfdc2ee5,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,4,4,1463,316,1779,TRUE,,,,,40.1,8,30.4,0.59
deepseek_ia_strict_20260603T045425Z,15ebd1ea-a845-478c-9b39-af4418d37d41,12,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:38.388118+00:00,IA_individual_questionnaire_only_S0008_bart,8b35dfdc2ee5,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,5,5,1463,316,1779,TRUE,,,,,43.6,6,27.2,0.65
deepseek_ia_strict_20260603T045425Z,d25e8ad2-f7e4-469c-93e9-c8a30b82e115,13,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:45.361633+00:00,IA_individual_questionnaire_only_S0009_bart,ca4a494332b6,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,1,1,1463,316,1779,TRUE,,,,,32.1,8,28.5,0.62
deepseek_ia_strict_20260603T045425Z,d25e8ad2-f7e4-469c-93e9-c8a30b82e115,13,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:45.361633+00:00,IA_individual_questionnaire_only_S0009_bart,ca4a494332b6,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,2,2,1463,316,1779,TRUE,,,,,29.8,11,31.2,0.58
deepseek_ia_strict_20260603T045425Z,d25e8ad2-f7e4-469c-93e9-c8a30b82e115,13,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:45.361633+00:00,IA_individual_questionnaire_only_S0009_bart,ca4a494332b6,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,3,3,1463,316,1779,TRUE,,,,,35.4,6,25.7,0.51
deepseek_ia_strict_20260603T045425Z,d25e8ad2-f7e4-469c-93e9-c8a30b82e115,13,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:45.361633+00:00,IA_individual_questionnaire_only_S0009_bart,ca4a494332b6,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,4,4,1463,316,1779,TRUE,,,,,27.3,14,33.9,0.67
deepseek_ia_strict_20260603T045425Z,d25e8ad2-f7e4-469c-93e9-c8a30b82e115,13,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:45.361633+00:00,IA_individual_questionnaire_only_S0009_bart,ca4a494332b6,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,5,5,1463,316,1779,TRUE,,,,,34.6,7,26.8,0.54
deepseek_ia_strict_20260603T045425Z,01f9d81d-b587-4eb7-a32e-ad85ac03ff57,14,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:51.640851+00:00,IA_individual_questionnaire_only_S0010_nback,5892bfb4e6af,individual_prediction,,,,,,,,,nback,n-back working-memory task,1,1,1469,310,1779,TRUE,0.73,0.85,0.68,0.52,,,,
deepseek_ia_strict_20260603T045425Z,01f9d81d-b587-4eb7-a32e-ad85ac03ff57,14,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:51.640851+00:00,IA_individual_questionnaire_only_S0010_nback,5892bfb4e6af,individual_prediction,,,,,,,,,nback,n-back working-memory task,2,2,1469,310,1779,TRUE,0.71,0.83,0.65,0.49,,,,
deepseek_ia_strict_20260603T045425Z,01f9d81d-b587-4eb7-a32e-ad85ac03ff57,14,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:51.640851+00:00,IA_individual_questionnaire_only_S0010_nback,5892bfb4e6af,individual_prediction,,,,,,,,,nback,n-back working-memory task,3,3,1469,310,1779,TRUE,0.75,0.87,0.7,0.55,,,,
deepseek_ia_strict_20260603T045425Z,01f9d81d-b587-4eb7-a32e-ad85ac03ff57,14,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:51.640851+00:00,IA_individual_questionnaire_only_S0010_nback,5892bfb4e6af,individual_prediction,,,,,,,,,nback,n-back working-memory task,4,4,1469,310,1779,TRUE,0.69,0.81,0.63,0.47,,,,
deepseek_ia_strict_20260603T045425Z,01f9d81d-b587-4eb7-a32e-ad85ac03ff57,14,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:51.640851+00:00,IA_individual_questionnaire_only_S0010_nback,5892bfb4e6af,individual_prediction,,,,,,,,,nback,n-back working-memory task,5,5,1469,310,1779,TRUE,0.74,0.86,0.67,0.51,,,,
deepseek_ia_strict_20260603T045425Z,1b46a44c-78c6-44d2-8d8d-6d79fd427d43,15,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:58.063512+00:00,IA_individual_questionnaire_only_S0010_bart,28ad55f6c73e,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,1,1,1463,316,1779,TRUE,,,,,42.3,8,28.5,0.67
deepseek_ia_strict_20260603T045425Z,1b46a44c-78c6-44d2-8d8d-6d79fd427d43,15,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:58.063512+00:00,IA_individual_questionnaire_only_S0010_bart,28ad55f6c73e,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,2,2,1463,316,1779,TRUE,,,,,38.9,11,31.2,0.73
deepseek_ia_strict_20260603T045425Z,1b46a44c-78c6-44d2-8d8d-6d79fd427d43,15,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:58.063512+00:00,IA_individual_questionnaire_only_S0010_bart,28ad55f6c73e,individual_prediction,,,,,,,,,bart,Balloon Analogue Risk Task,3,3,1463,316,1779,TRUE,,,,,45.6,6,25.8,0.59
