run_id,call_id,batch_id,provider,model,temperature,timestamp_utc,prompt_id,prompt_hash,experiment_type,condition_id,condition_name,label_cue,score_cue,symptom_cue,profile_id,profile_short,ia_like_profile,task_id,task_name,repeat_id,sample_in_call,input_tokens,output_tokens,total_tokens,range_valid,overall_accuracy,accuracy_1back,accuracy_2back,accuracy_3back,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,4e182477-501a-4a7b-b4da-edeb3dd5d7f7,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:53.275567+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,16,1,1394,571,1965,TRUE,0.87,0.94,0.86,0.78,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,4e182477-501a-4a7b-b4da-edeb3dd5d7f7,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:53.275567+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,17,2,1394,571,1965,TRUE,0.91,0.97,0.89,0.84,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,4e182477-501a-4a7b-b4da-edeb3dd5d7f7,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:53.275567+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,18,3,1394,571,1965,TRUE,0.82,0.9,0.81,0.72,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,4e182477-501a-4a7b-b4da-edeb3dd5d7f7,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:53.275567+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,19,4,1394,571,1965,TRUE,0.89,0.96,0.88,0.81,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,4e182477-501a-4a7b-b4da-edeb3dd5d7f7,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:53.275567+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,20,5,1394,571,1965,TRUE,0.85,0.92,0.84,0.76,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,367b208e-7af7-4fe9-8ade-d86503fc74db,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:57.714786+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,21,1,1394,463,1857,TRUE,0.85,0.92,0.8,0.67,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,367b208e-7af7-4fe9-8ade-d86503fc74db,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:57.714786+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,22,2,1394,463,1857,TRUE,0.79,0.88,0.74,0.62,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,367b208e-7af7-4fe9-8ade-d86503fc74db,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:57.714786+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,23,3,1394,463,1857,TRUE,0.91,0.95,0.86,0.78,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,367b208e-7af7-4fe9-8ade-d86503fc74db,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:57.714786+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,24,4,1394,463,1857,TRUE,0.73,0.84,0.69,0.55,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,367b208e-7af7-4fe9-8ade-d86503fc74db,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:57.714786+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,25,5,1394,463,1857,TRUE,0.88,0.93,0.83,0.71,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,4453159b-0474-4c51-9ad7-04d02137848e,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:02.832976+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,26,1,1394,616,2010,TRUE,0.81,0.92,0.84,0.67,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,4453159b-0474-4c51-9ad7-04d02137848e,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:02.832976+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,27,2,1394,616,2010,TRUE,0.77,0.88,0.81,0.62,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,4453159b-0474-4c51-9ad7-04d02137848e,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:02.832976+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,28,3,1394,616,2010,TRUE,0.84,0.94,0.86,0.72,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,4453159b-0474-4c51-9ad7-04d02137848e,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:02.832976+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,29,4,1394,616,2010,TRUE,0.79,0.9,0.83,0.64,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,4453159b-0474-4c51-9ad7-04d02137848e,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:02.832976+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,30,5,1394,616,2010,TRUE,0.82,0.91,0.85,0.7,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,596206e6-6bea-4e67-a4f2-023b26a9110b,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:07.892224+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,31,1,1394,462,1856,TRUE,0.83,0.94,0.81,0.74,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,596206e6-6bea-4e67-a4f2-023b26a9110b,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:07.892224+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,32,2,1394,462,1856,TRUE,0.79,0.91,0.76,0.69,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,596206e6-6bea-4e67-a4f2-023b26a9110b,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:07.892224+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,33,3,1394,462,1856,TRUE,0.86,0.96,0.84,0.77,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,596206e6-6bea-4e67-a4f2-023b26a9110b,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:07.892224+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,34,4,1394,462,1856,TRUE,0.72,0.87,0.69,0.61,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,596206e6-6bea-4e67-a4f2-023b26a9110b,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:07.892224+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,35,5,1394,462,1856,TRUE,0.91,0.98,0.9,0.85,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,2fb84c0d-8a2e-4f26-98da-681dbd9d5d9d,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:12.398298+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,36,1,1394,454,1848,TRUE,0.85,0.94,0.86,0.75,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,2fb84c0d-8a2e-4f26-98da-681dbd9d5d9d,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:12.398298+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,37,2,1394,454,1848,TRUE,0.72,0.88,0.73,0.55,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,2fb84c0d-8a2e-4f26-98da-681dbd9d5d9d,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:12.398298+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,38,3,1394,454,1848,TRUE,0.91,0.98,0.92,0.83,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,2fb84c0d-8a2e-4f26-98da-681dbd9d5d9d,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:12.398298+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,39,4,1394,454,1848,TRUE,0.78,0.91,0.8,0.63,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,2fb84c0d-8a2e-4f26-98da-681dbd9d5d9d,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:12.398298+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,40,5,1394,454,1848,TRUE,0.68,0.82,0.69,0.53,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,1acdf27e-066d-4f6e-944a-7e9057eea64e,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:17.542100+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,41,1,1394,485,1879,TRUE,0.78,0.91,0.78,0.65,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,1acdf27e-066d-4f6e-944a-7e9057eea64e,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:17.542100+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,42,2,1394,485,1879,TRUE,0.82,0.94,0.82,0.7,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,1acdf27e-066d-4f6e-944a-7e9057eea64e,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:17.542100+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,43,3,1394,485,1879,TRUE,0.75,0.88,0.75,0.62,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,1acdf27e-066d-4f6e-944a-7e9057eea64e,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:17.542100+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,44,4,1394,485,1879,TRUE,0.8,0.92,0.8,0.68,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,1acdf27e-066d-4f6e-944a-7e9057eea64e,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:17.542100+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,45,5,1394,485,1879,TRUE,0.77,0.9,0.77,0.64,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,886539f5-f3af-4e15-be9d-988a1072452a,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:22.664912+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,46,1,1394,416,1810,TRUE,0.87,0.95,0.88,0.78,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,886539f5-f3af-4e15-be9d-988a1072452a,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:22.664912+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,47,2,1394,416,1810,TRUE,0.82,0.92,0.83,0.71,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,886539f5-f3af-4e15-be9d-988a1072452a,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:22.664912+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,48,3,1394,416,1810,TRUE,0.91,0.97,0.92,0.84,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,886539f5-f3af-4e15-be9d-988a1072452a,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:22.664912+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,49,4,1394,416,1810,TRUE,0.79,0.89,0.8,0.68,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,886539f5-f3af-4e15-be9d-988a1072452a,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:22.664912+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_nback,93476ecd8fad,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,50,5,1394,416,1810,TRUE,0.85,0.93,0.86,0.76,,,,,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,8ecf116f-3435-4b83-a76c-2f2e2515aeac,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:27.521548+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_bart,43f902ed6675,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,1,1,1388,435,1823,TRUE,,,,,0.35,48.7,10,15.2,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,8ecf116f-3435-4b83-a76c-2f2e2515aeac,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:27.521548+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_bart,43f902ed6675,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,2,2,1388,435,1823,TRUE,,,,,0.18,52.3,4,7.8,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,8ecf116f-3435-4b83-a76c-2f2e2515aeac,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:27.521548+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_bart,43f902ed6675,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,3,3,1388,435,1823,TRUE,,,,,0.62,41,15,22.5,,,,,,,,,,,,,,,,
deepseek_ia_strict_20260603T045432Z,8ecf116f-3435-4b83-a76c-2f2e2515aeac,11,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:27.521548+00:00,IA_cue_competition_C000_no_cue_P1_low_PDU_low_ATT_bart,43f902ed6675,cue_competition,C000_no_cue,no-cue,0,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,4,4,1388,435,1823,TRUE,,,,,0.12,56.8,3,5.1,,,,,,,,,,,,,,,,
