run_id,call_id,batch_id,provider,model,temperature,prompt_id,repeat_id,sample_in_call,timestamp_utc,experiment_type,condition_id,condition_name,label_cue,score_cue,symptom_cue,profile_id,profile_short,ia_like_profile,participant_uid,feature_condition,task_id,task_name,prompt_hash,input_tokens,output_tokens,accuracy,mean_rt_ms,rt_sd_ms,interference_effect_ms,
IA_qwen_deepseek-v4pro_20260602T015156Z,69ae77e3-fc1a-4a4a-b791-ad3a91d6118c,1,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,3,3,2026-06-02T01:52:36.565887+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,310,0.93,0.98,0.94,0.87,
IA_qwen_deepseek-v4pro_20260602T015156Z,69ae77e3-fc1a-4a4a-b791-ad3a91d6118c,1,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,4,4,2026-06-02T01:52:36.565887+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,310,0.9,0.97,0.91,0.82,
IA_qwen_deepseek-v4pro_20260602T015156Z,69ae77e3-fc1a-4a4a-b791-ad3a91d6118c,1,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,5,5,2026-06-02T01:52:36.565887+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,310,0.92,0.98,0.92,0.86,
IA_qwen_deepseek-v4pro_20260602T015156Z,2c21cc32-06fc-4932-9065-760e08bf33c1,2,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,6,1,2026-06-02T01:52:44.104752+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,310,88.3,94.7,89.1,81.2,
IA_qwen_deepseek-v4pro_20260602T015156Z,2c21cc32-06fc-4932-9065-760e08bf33c1,2,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,7,2,2026-06-02T01:52:44.104752+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,310,87.6,95.2,88.5,79.1,
IA_qwen_deepseek-v4pro_20260602T015156Z,2c21cc32-06fc-4932-9065-760e08bf33c1,2,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,8,3,2026-06-02T01:52:44.104752+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,310,89,94.1,90.2,82.7,
IA_qwen_deepseek-v4pro_20260602T015156Z,2c21cc32-06fc-4932-9065-760e08bf33c1,2,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,9,4,2026-06-02T01:52:44.105762+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,310,88.8,95.5,89.8,81.1,
IA_qwen_deepseek-v4pro_20260602T015156Z,2c21cc32-06fc-4932-9065-760e08bf33c1,2,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,10,5,2026-06-02T01:52:44.105762+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,310,87.9,93.9,88.7,81.1,
IA_qwen_deepseek-v4pro_20260602T015156Z,9e74ee11-b999-45dc-a1fd-e8640d0357df,3,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,11,1,2026-06-02T01:52:50.286210+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,270,-0.75,-0.85,-0.72,-0.68,
IA_qwen_deepseek-v4pro_20260602T015156Z,9e74ee11-b999-45dc-a1fd-e8640d0357df,3,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,12,2,2026-06-02T01:52:50.286210+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,270,-0.78,-0.88,-0.75,-0.7,
IA_qwen_deepseek-v4pro_20260602T015156Z,9e74ee11-b999-45dc-a1fd-e8640d0357df,3,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,13,3,2026-06-02T01:52:50.286210+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,270,-0.76,-0.86,-0.73,-0.69,
IA_qwen_deepseek-v4pro_20260602T015156Z,9e74ee11-b999-45dc-a1fd-e8640d0357df,3,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,14,4,2026-06-02T01:52:50.286210+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,270,-0.77,-0.87,-0.74,-0.71,
IA_qwen_deepseek-v4pro_20260602T015156Z,9e74ee11-b999-45dc-a1fd-e8640d0357df,3,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,15,5,2026-06-02T01:52:50.286210+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,270,-0.79,-0.89,-0.76,-0.72,
IA_qwen_deepseek-v4pro_20260602T015156Z,ed8c96c0-e887-460d-8c8e-294edd1626f6,4,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,16,1,2026-06-02T01:52:57.151184+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,290,56.3,78.5,62.1,28.3,
IA_qwen_deepseek-v4pro_20260602T015156Z,ed8c96c0-e887-460d-8c8e-294edd1626f6,4,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,17,2,2026-06-02T01:52:57.151184+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,290,55.9,77.8,60.4,29.5,
IA_qwen_deepseek-v4pro_20260602T015156Z,ed8c96c0-e887-460d-8c8e-294edd1626f6,4,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,18,3,2026-06-02T01:52:57.151184+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,290,57.2,79.2,61.7,30.7,
IA_qwen_deepseek-v4pro_20260602T015156Z,ed8c96c0-e887-460d-8c8e-294edd1626f6,4,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,19,4,2026-06-02T01:52:57.151184+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,290,56.8,78.1,59.8,32.5,
IA_qwen_deepseek-v4pro_20260602T015156Z,ed8c96c0-e887-460d-8c8e-294edd1626f6,4,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_nback,20,5,2026-06-02T01:52:57.151184+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,nback,n-back working-memory task,3249df73d521,423,290,55.4,76.9,58.3,31,
IA_qwen_deepseek-v4pro_20260602T015156Z,cd937fd5-a1f2-470c-9890-b3cd5e6e1661,1,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,1,1,2026-06-02T01:53:03.701998+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,314,34.2,158.7,4,0.28,
IA_qwen_deepseek-v4pro_20260602T015156Z,cd937fd5-a1f2-470c-9890-b3cd5e6e1661,1,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,2,2,2026-06-02T01:53:03.701998+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,314,32.8,165.3,-3,0.25,
IA_qwen_deepseek-v4pro_20260602T015156Z,cd937fd5-a1f2-470c-9890-b3cd5e6e1661,1,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,3,3,2026-06-02T01:53:03.701998+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,314,35.1,152.1,5,0.31,
IA_qwen_deepseek-v4pro_20260602T015156Z,cd937fd5-a1f2-470c-9890-b3cd5e6e1661,1,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,4,4,2026-06-02T01:53:03.701998+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,314,33.5,160.9,4,0.27,
IA_qwen_deepseek-v4pro_20260602T015156Z,cd937fd5-a1f2-470c-9890-b3cd5e6e1661,1,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,5,5,2026-06-02T01:53:03.701998+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,314,31.9,168,2,0.23,
IA_qwen_deepseek-v4pro_20260602T015156Z,6b9fa28e-6d81-401e-a07c-a2ae1baa200a,2,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,6,1,2026-06-02T01:53:17.836969+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,320,-0.4,1580,-0.7,0.32,
IA_qwen_deepseek-v4pro_20260602T015156Z,6b9fa28e-6d81-401e-a07c-a2ae1baa200a,2,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,7,2,2026-06-02T01:53:17.836969+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,320,-0.6,1475,-0.9,0.28,
IA_qwen_deepseek-v4pro_20260602T015156Z,6b9fa28e-6d81-401e-a07c-a2ae1baa200a,2,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,8,3,2026-06-02T01:53:17.836969+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,320,-0.3,1620,-0.6,0.35,
IA_qwen_deepseek-v4pro_20260602T015156Z,6b9fa28e-6d81-401e-a07c-a2ae1baa200a,2,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,9,4,2026-06-02T01:53:17.836969+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,320,-0.5,1525,-0.8,0.3,
IA_qwen_deepseek-v4pro_20260602T015156Z,6b9fa28e-6d81-401e-a07c-a2ae1baa200a,2,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,10,5,2026-06-02T01:53:17.836969+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,320,-0.4,1560,-0.7,0.33,
IA_qwen_deepseek-v4pro_20260602T015156Z,7e672750-53aa-42f7-8f9d-22d1d0f9e3ab,3,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,11,1,2026-06-02T01:53:24.695899+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,305,-1.2,3420,-2,0.28,
IA_qwen_deepseek-v4pro_20260602T015156Z,7e672750-53aa-42f7-8f9d-22d1d0f9e3ab,3,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,12,2,2026-06-02T01:53:24.695899+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,305,-0.8,3550,0,0.31,
IA_qwen_deepseek-v4pro_20260602T015156Z,7e672750-53aa-42f7-8f9d-22d1d0f9e3ab,3,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,13,3,2026-06-02T01:53:24.695899+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,305,-1.5,3380,-3,0.26,
IA_qwen_deepseek-v4pro_20260602T015156Z,7e672750-53aa-42f7-8f9d-22d1d0f9e3ab,3,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,14,4,2026-06-02T01:53:24.695899+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,305,-0.9,1590,-1,0.3,
IA_qwen_deepseek-v4pro_20260602T015156Z,7e672750-53aa-42f7-8f9d-22d1d0f9e3ab,3,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,15,5,2026-06-02T01:53:24.695899+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,305,-1.1,3470,-2,0.29,
IA_qwen_deepseek-v4pro_20260602T015156Z,a5d3feed-17c9-482e-9189-be1472168c9c,4,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,16,1,2026-06-02T01:53:31.552851+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,314,5.2,12.3,2,0.3,
IA_qwen_deepseek-v4pro_20260602T015156Z,a5d3feed-17c9-482e-9189-be1472168c9c,4,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,17,2,2026-06-02T01:53:31.552851+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,314,4.8,13.5,1,0.25,
IA_qwen_deepseek-v4pro_20260602T015156Z,a5d3feed-17c9-482e-9189-be1472168c9c,4,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,18,3,2026-06-02T01:53:31.552851+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,314,5.5,11.8,3,0.35,
IA_qwen_deepseek-v4pro_20260602T015156Z,a5d3feed-17c9-482e-9189-be1472168c9c,4,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,19,4,2026-06-02T01:53:31.552851+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,314,4.9,10.5,2,0.28,
IA_qwen_deepseek-v4pro_20260602T015156Z,a5d3feed-17c9-482e-9189-be1472168c9c,4,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_bart,20,5,2026-06-02T01:53:31.552851+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,bart,Balloon Analogue Risk Task,b5fef084ba08,414,314,5.1,14.2,1,0.22,
IA_qwen_deepseek-v4pro_20260602T015156Z,fbb61dbb-51f3-4558-817e-fdf34528db5e,1,qwen,deepseek-v4pro,0.7,IA_ablation_A_label_only_P1_low_PDU_low_ATT_ddt,1,1,2026-06-02T01:53:38.184235+00:00,ablation,A_label_only,label-only,1,0,0,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,,,ddt,Delay Discounting Task,ca0664dd89fe,401,275,0.0023,-6.0748,0.18,,
