run_id,call_id,model,temperature,profile_id,task_id,repeat_id,prompt_index,prompt_hash,timestamp_utc,ok,parse_success,validation_success,error,elapsed_seconds
openai_20260521T084216Z,a8de31a2-c45e-4328-857f-9c4b2efa9737,gpt-5.5,0.7,P4_ADHD_high_IA,questionnaire,15,20,f69d6600ccdf,2026-05-21T09:13:33.677650+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11331939697265625
openai_20260521T084216Z,68a8910d-a109-45ef-9f65-3e7c121722c7,gpt-5.5,0.7,P5_high_IA_low_ADHD,stroop,15,21,af41f22a6d91,2026-05-21T09:13:33.992612+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.14629626274108887
openai_20260521T084216Z,356ab7b3-a19f-4ef4-89a0-7578dbfe88cb,gpt-5.5,0.7,P5_high_IA_low_ADHD,nback,15,22,5f025aa2c4b7,2026-05-21T09:13:34.341042+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.1580209732055664
openai_20260521T084216Z,5f47511d-3d06-4ddc-9718-f232710c27a8,gpt-5.5,0.7,P5_high_IA_low_ADHD,bart,15,23,423d400ef891,2026-05-21T09:13:34.701243+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.20735645294189453
openai_20260521T084216Z,98da8ac4-d4f7-474a-9fd8-301b8fb79c11,gpt-5.5,0.7,P5_high_IA_low_ADHD,ddt,15,24,87ef88882b52,2026-05-21T09:13:35.111678+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.204315185546875
openai_20260521T084216Z,9ec6f959-37c8-49a2-a8d6-30d7c6afda67,gpt-5.5,0.7,P5_high_IA_low_ADHD,questionnaire,15,25,7819a3eaf918,2026-05-21T09:13:35.518157+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.15143370628356934
openai_20260521T084216Z,35398ea4-600b-44b7-8ef3-5182d5634be8,gpt-5.5,0.7,P1_low_ADHD_low_IA,stroop,16,1,a28333b2ff4e,2026-05-21T09:13:35.871199+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11574101448059082
openai_20260521T084216Z,415aaa28-d0b6-454b-ba89-4d6870b53605,gpt-5.5,0.7,P1_low_ADHD_low_IA,nback,16,2,bf296c6521d9,2026-05-21T09:13:36.190319+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.19379425048828125
openai_20260521T084216Z,a620f7a2-d86d-4a4a-95bc-ba009fe2089d,gpt-5.5,0.7,P1_low_ADHD_low_IA,bart,16,3,00e9a34112ef,2026-05-21T09:13:36.585885+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.1152961254119873
openai_20260521T084216Z,421377cf-44c4-4181-b054-590b7d3f0cf5,gpt-5.5,0.7,P1_low_ADHD_low_IA,ddt,16,4,bca497425579,2026-05-21T09:13:36.902598+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.12189102172851562
openai_20260521T084216Z,0dbd8803-3b32-472d-a6e6-39879c89146b,gpt-5.5,0.7,P1_low_ADHD_low_IA,questionnaire,16,5,b35916db5599,2026-05-21T09:13:37.227165+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11618208885192871
openai_20260521T084216Z,44c9e82c-2e3a-4e86-ac84-3750b19f4680,gpt-5.5,0.7,P2_high_inattention,stroop,16,6,962e434cdd22,2026-05-21T09:13:37.546268+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11655855178833008
openai_20260521T084216Z,303942e9-f07d-4a93-9137-47ef2563cd86,gpt-5.5,0.7,P2_high_inattention,nback,16,7,568ca4db91f7,2026-05-21T09:13:37.865264+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11601519584655762
openai_20260521T084216Z,e3d16796-5db0-4e61-a0cc-572d0a957fee,gpt-5.5,0.7,P2_high_inattention,bart,16,8,7e57a921aac3,2026-05-21T09:13:38.182845+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11723661422729492
openai_20260521T084216Z,6e2c420d-e924-4eae-9d08-ab6fce022475,gpt-5.5,0.7,P2_high_inattention,ddt,16,9,e8ba53856771,2026-05-21T09:13:38.501511+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.19307160377502441
openai_20260521T084216Z,a99796ea-80ce-4457-9266-f747a5246c08,gpt-5.5,0.7,P2_high_inattention,questionnaire,16,10,cc4caf5b9c32,2026-05-21T09:13:38.896562+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.12038421630859375
openai_20260521T084216Z,94f0d222-505e-4276-8a9d-8206c03f0278,gpt-5.5,0.7,P3_combined_ADHD,stroop,16,11,27771d10357c,2026-05-21T09:13:39.218677+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.10976457595825195
openai_20260521T084216Z,207212c5-11af-4a20-9627-0e0ae627b5d0,gpt-5.5,0.7,P3_combined_ADHD,nback,16,12,1a799f2c3599,2026-05-21T09:13:39.530802+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11364531517028809
openai_20260521T084216Z,974611db-cc3f-4596-b226-06c35ca4d442,gpt-5.5,0.7,P3_combined_ADHD,bart,16,13,4bfd378a6d0e,2026-05-21T09:13:39.846592+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.10922932624816895
openai_20260521T084216Z,0873f28c-1f4a-4c10-b8af-6db86511a02e,gpt-5.5,0.7,P3_combined_ADHD,ddt,16,14,b33dd30b8d1a,2026-05-21T09:13:40.157570+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11148571968078613
openai_20260521T084216Z,1efc20b8-ff78-4f44-be77-e2a6168a1896,gpt-5.5,0.7,P3_combined_ADHD,questionnaire,16,15,228f8e2c9b1d,2026-05-21T09:13:40.471399+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.12368059158325195
openai_20260521T084216Z,6ee2269c-dce9-4a9c-b12d-edb7e54b8127,gpt-5.5,0.7,P4_ADHD_high_IA,stroop,16,16,86ad25735c85,2026-05-21T09:13:40.797482+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.10959577560424805
openai_20260521T084216Z,027efb7f-7290-4244-8504-441a5af9d318,gpt-5.5,0.7,P4_ADHD_high_IA,nback,16,17,e084d00754e7,2026-05-21T09:13:41.109830+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11017918586730957
openai_20260521T084216Z,a35d23cb-0a61-4a37-83a5-a169ec308ef7,gpt-5.5,0.7,P4_ADHD_high_IA,bart,16,18,3ad0ac5f81d4,2026-05-21T09:13:41.423616+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.10936379432678223
openai_20260521T084216Z,f5ef00b6-0c99-46d9-a9cd-ac1a7c9680b7,gpt-5.5,0.7,P4_ADHD_high_IA,ddt,16,19,5a26b73a4099,2026-05-21T09:13:41.735358+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.1352224349975586
openai_20260521T084216Z,9aef9ec7-f6e7-4372-b237-f6344e1cbf20,gpt-5.5,0.7,P4_ADHD_high_IA,questionnaire,16,20,f69d6600ccdf,2026-05-21T09:13:42.073774+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.1099402904510498
openai_20260521T084216Z,aee57c4a-0186-4880-a28e-5bfc2492b54c,gpt-5.5,0.7,P5_high_IA_low_ADHD,stroop,16,21,af41f22a6d91,2026-05-21T09:13:42.424806+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.37942051887512207
openai_20260521T084216Z,b75f70f1-7ac0-4fcf-a999-6c9db151fbba,gpt-5.5,0.7,P5_high_IA_low_ADHD,nback,16,22,5f025aa2c4b7,2026-05-21T09:13:43.006641+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.19479775428771973
openai_20260521T084216Z,4593ada7-c775-4506-8c8f-9932431681a7,gpt-5.5,0.7,P5_high_IA_low_ADHD,bart,16,23,423d400ef891,2026-05-21T09:13:43.404576+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.20552659034729004
openai_20260521T084216Z,abd2940b-d397-4220-ad54-254a5f9b6e03,gpt-5.5,0.7,P5_high_IA_low_ADHD,ddt,16,24,87ef88882b52,2026-05-21T09:13:43.814394+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11346268653869629
openai_20260521T084216Z,12b1e86f-3a0c-47c0-be22-379f3bd7dbab,gpt-5.5,0.7,P5_high_IA_low_ADHD,questionnaire,16,25,7819a3eaf918,2026-05-21T09:13:44.130374+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.18903899192810059
openai_20260521T084216Z,8d354993-8390-4d75-8719-cba683b548d3,gpt-5.5,0.7,P1_low_ADHD_low_IA,stroop,17,1,a28333b2ff4e,2026-05-21T09:13:44.522119+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11566734313964844
openai_20260521T084216Z,aeb342ca-98fb-4d9a-9029-6913aedcbfd2,gpt-5.5,0.7,P1_low_ADHD_low_IA,nback,17,2,bf296c6521d9,2026-05-21T09:13:44.840779+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11719632148742676
openai_20260521T084216Z,0345535e-69d0-4354-b96d-55c08abca0ca,gpt-5.5,0.7,P1_low_ADHD_low_IA,bart,17,3,00e9a34112ef,2026-05-21T09:13:45.158969+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.1922755241394043
openai_20260521T084216Z,dc0d34fd-cbbb-4b9a-9345-afddea836187,gpt-5.5,0.7,P1_low_ADHD_low_IA,ddt,17,4,bca497425579,2026-05-21T09:13:45.554908+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.20580339431762695
openai_20260521T084216Z,3c7870f7-5c76-4976-a545-1d54185c13c8,gpt-5.5,0.7,P1_low_ADHD_low_IA,questionnaire,17,5,b35916db5599,2026-05-21T09:13:45.963764+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.20662808418273926
openai_20260521T084216Z,885d3d32-4413-4525-99a7-acafcbada79b,gpt-5.5,0.7,P2_high_inattention,stroop,17,6,962e434cdd22,2026-05-21T09:13:46.372570+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.1169734001159668
openai_20260521T084216Z,be332439-47fe-4fc9-a454-2dad8beaa345,gpt-5.5,0.7,P2_high_inattention,nback,17,7,568ca4db91f7,2026-05-21T09:13:46.691126+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.12455487251281738
openai_20260521T084216Z,0db202b7-4ae0-4b2e-bcbf-fd82f827d2ff,gpt-5.5,0.7,P2_high_inattention,bart,17,8,7e57a921aac3,2026-05-21T09:13:47.017855+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.17669057846069336
openai_20260521T084216Z,962e0b48-c3f1-4d79-8f49-bd506804253c,gpt-5.5,0.7,P2_high_inattention,ddt,17,9,e8ba53856771,2026-05-21T09:13:47.396327+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.4067986011505127
openai_20260521T084216Z,2411b1e5-88dd-487c-a3c6-15883e58eb57,gpt-5.5,0.7,P2_high_inattention,questionnaire,17,10,cc4caf5b9c32,2026-05-21T09:13:48.004931+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.21628093719482422
openai_20260521T084216Z,d8a11b15-8bcb-4986-8862-f0ee47f34f68,gpt-5.5,0.7,P3_combined_ADHD,stroop,17,11,27771d10357c,2026-05-21T09:13:48.423481+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.20467352867126465
openai_20260521T084216Z,854df681-14b5-4303-ae97-2526cb4a0b2e,gpt-5.5,0.7,P3_combined_ADHD,nback,17,12,1a799f2c3599,2026-05-21T09:13:48.830451+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11154055595397949
openai_20260521T084216Z,3c6682d3-0712-48f9-9914-8d279f6598c8,gpt-5.5,0.7,P3_combined_ADHD,bart,17,13,4bfd378a6d0e,2026-05-21T09:13:49.146005+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.20042729377746582
openai_20260521T084216Z,b85d90d8-857c-42c0-afd3-1aeb37d10cbd,gpt-5.5,0.7,P3_combined_ADHD,ddt,17,14,b33dd30b8d1a,2026-05-21T09:13:49.549054+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11573529243469238
openai_20260521T084216Z,11c5f905-f7ca-4a46-98c0-a57f5de4cc61,gpt-5.5,0.7,P3_combined_ADHD,questionnaire,17,15,228f8e2c9b1d,2026-05-21T09:13:49.866631+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.1950235366821289
openai_20260521T084216Z,761c260f-aad3-46dc-90e3-07f4115e499d,gpt-5.5,0.7,P4_ADHD_high_IA,stroop,17,16,86ad25735c85,2026-05-21T09:13:50.263821+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11681938171386719
openai_20260521T084216Z,93cb0718-2f3d-4f2d-94cd-c212685c5809,gpt-5.5,0.7,P4_ADHD_high_IA,nback,17,17,e084d00754e7,2026-05-21T09:13:50.583794+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.19542455673217773
openai_20260521T084216Z,3349e5ac-431e-4508-ac41-0ed617f35d32,gpt-5.5,0.7,P4_ADHD_high_IA,bart,17,18,3ad0ac5f81d4,2026-05-21T09:13:50.981176+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.20687222480773926
openai_20260521T084216Z,5e99b90b-241b-4973-bcae-a3c423812386,gpt-5.5,0.7,P4_ADHD_high_IA,ddt,17,19,5a26b73a4099,2026-05-21T09:13:51.392878+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11791753768920898
openai_20260521T084216Z,c643ca37-ebf1-47b3-8362-ed8f37b6eafc,gpt-5.5,0.7,P4_ADHD_high_IA,questionnaire,17,20,f69d6600ccdf,2026-05-21T09:13:51.712483+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.16327762603759766
openai_20260521T084216Z,5e6e4973-f633-4fe0-8013-f5fd269f4c8d,gpt-5.5,0.7,P5_high_IA_low_ADHD,stroop,17,21,af41f22a6d91,2026-05-21T09:13:52.078472+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11570334434509277
openai_20260521T084216Z,ee834c2e-ac24-4467-bde2-6c353de92320,gpt-5.5,0.7,P5_high_IA_low_ADHD,nback,17,22,5f025aa2c4b7,2026-05-21T09:13:52.395844+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.10910415649414062
openai_20260521T084216Z,b296784c-34e7-4f0a-a022-0e1b124fe54e,gpt-5.5,0.7,P5_high_IA_low_ADHD,bart,17,23,423d400ef891,2026-05-21T09:13:52.708094+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.10925698280334473
openai_20260521T084216Z,26ad9441-00c2-42ae-a9f3-0906817583ec,gpt-5.5,0.7,P5_high_IA_low_ADHD,ddt,17,24,87ef88882b52,2026-05-21T09:13:53.020635+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.10988688468933105
openai_20260521T084216Z,b1ae4f0c-99d4-4a1b-8af2-0f861eaf6235,gpt-5.5,0.7,P5_high_IA_low_ADHD,questionnaire,17,25,7819a3eaf918,2026-05-21T09:13:53.333197+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.10947895050048828
openai_20260521T084216Z,c406d272-88f1-4383-9398-fa2bbd38548b,gpt-5.5,0.7,P1_low_ADHD_low_IA,stroop,18,1,a28333b2ff4e,2026-05-21T09:13:53.644920+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.11390113830566406
openai_20260521T084216Z,70d1fcc2-5792-4816-863f-13f0875afca7,gpt-5.5,0.7,P1_low_ADHD_low_IA,nback,18,2,bf296c6521d9,2026-05-21T09:13:53.960942+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.10679388046264648
openai_20260521T084216Z,df09bc61-2bde-4850-9cbe-81318dbb27d0,gpt-5.5,0.7,P1_low_ADHD_low_IA,bart,18,3,00e9a34112ef,2026-05-21T09:13:54.269451+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.10941600799560547
openai_20260521T084216Z,b289e5b4-a96e-4d0d-9bc9-8cd6ea0929c2,gpt-5.5,0.7,P1_low_ADHD_low_IA,ddt,18,4,bca497425579,2026-05-21T09:13:54.580256+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.10938858985900879
openai_20260521T084216Z,651e5560-fff5-438b-839a-88c222b3d622,gpt-5.5,0.7,P1_low_ADHD_low_IA,questionnaire,18,5,b35916db5599,2026-05-21T09:13:54.894386+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.1104135513305664
openai_20260521T084216Z,fc115e45-7e0b-4e4f-b67e-0765d999f45c,gpt-5.5,0.7,P2_high_inattention,stroop,18,6,962e434cdd22,2026-05-21T09:13:55.207122+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.1120142936706543
openai_20260521T084216Z,a3e6d249-53ea-4c49-8f46-ca832a5fee61,gpt-5.5,0.7,P2_high_inattention,nback,18,7,568ca4db91f7,2026-05-21T09:13:55.521463+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.10906839370727539
openai_20260521T084216Z,7f60528c-82ce-472f-96c3-c88e9d4152e5,gpt-5.5,0.7,P2_high_inattention,bart,18,8,7e57a921aac3,2026-05-21T09:13:55.834227+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.1114969253540039
openai_20260521T084216Z,cf6b7503-8255-4928-a488-64404593345f,gpt-5.5,0.7,P2_high_inattention,ddt,18,9,e8ba53856771,2026-05-21T09:13:56.147763+00:00,False,False,False,"APIStatusError: Error code: 402 - {'error': {'message': '租户资金不足', 'type': 'upstream_error', 'param': '', 'code': 'billing_insufficient'}}",0.12459230422973633
