run_id,call_id,model,temperature,profile_id,task_id,repeat_id,prompt_index,prompt_hash,timestamp_utc,ok,parse_success,validation_success,parsed_output,validation_errors,response_text,usage,elapsed_seconds,error
qwen_20260530T053203Z,779364c9-bea7-424c-a8e7-b1d25f4c28d2,deepseek-v4-pro,0.7,P5_high_IA_low_ADHD,bart,45,23,423d400ef891,2026-05-30T07:01:40.509090+00:00,FALSE,FALSE,FALSE,,,,,0.087370872,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-846ffb47-0f8f-9f2a-ab7b-dbe6b7e347ad', 'request_id': '846ffb47-0f8f-9f2a-ab7b-dbe6b7e347ad'}"
qwen_20260530T053203Z,b33b2a5b-0944-45e4-94e0-132322794b9a,deepseek-v4-pro,0.7,P5_high_IA_low_ADHD,ddt,45,24,87ef88882b52,2026-05-30T07:01:40.798085+00:00,FALSE,FALSE,FALSE,,,,,0.125050068,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-62b187c4-e2ca-9a30-98e0-f8376e2cae16', 'request_id': '62b187c4-e2ca-9a30-98e0-f8376e2cae16'}"
qwen_20260530T053203Z,d74f3532-914c-49cd-9d03-0fc0b349468f,deepseek-v4-pro,0.7,P5_high_IA_low_ADHD,questionnaire,45,25,7819a3eaf918,2026-05-30T07:01:41.125060+00:00,FALSE,FALSE,FALSE,,,,,0.092933178,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-1cf4fdb3-5881-9b97-a973-2084c02853d7', 'request_id': '1cf4fdb3-5881-9b97-a973-2084c02853d7'}"
qwen_20260530T053203Z,72e96924-181a-48f3-843e-ce25c7226103,deepseek-v4-pro,0.7,P1_low_ADHD_low_IA,stroop,46,1,a28333b2ff4e,2026-05-30T07:01:41.420740+00:00,FALSE,FALSE,FALSE,,,,,0.081907511,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-2cc8a42b-bf68-9d13-8284-d8443b5145ae', 'request_id': '2cc8a42b-bf68-9d13-8284-d8443b5145ae'}"
qwen_20260530T053203Z,ef5ea0c2-6b78-411f-bee2-7e1f8fa5bc71,deepseek-v4-pro,0.7,P1_low_ADHD_low_IA,nback,46,2,bf296c6521d9,2026-05-30T07:01:41.703997+00:00,FALSE,FALSE,FALSE,,,,,0.105574131,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-d4f34917-7e7d-9551-b02c-e1d395fc0007', 'request_id': 'd4f34917-7e7d-9551-b02c-e1d395fc0007'}"
qwen_20260530T053203Z,11364060-0043-41f0-b099-e53b775efdd5,deepseek-v4-pro,0.7,P1_low_ADHD_low_IA,bart,46,3,00e9a34112ef,2026-05-30T07:01:42.012148+00:00,FALSE,FALSE,FALSE,,,,,0.096456289,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-8aef750a-01bc-9821-b985-d67f71e0b870', 'request_id': '8aef750a-01bc-9821-b985-d67f71e0b870'}"
qwen_20260530T053203Z,f1e49962-c3ae-4e07-ba55-19504abfdae3,deepseek-v4-pro,0.7,P1_low_ADHD_low_IA,ddt,46,4,bca497425579,2026-05-30T07:01:42.310795+00:00,FALSE,FALSE,FALSE,,,,,0.084844828,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-c09298fd-a50b-9d72-84f0-b3cc7034381c', 'request_id': 'c09298fd-a50b-9d72-84f0-b3cc7034381c'}"
qwen_20260530T053203Z,cdb18537-3579-4d76-b7c9-4dd2ff3676b3,deepseek-v4-pro,0.7,P1_low_ADHD_low_IA,questionnaire,46,5,b35916db5599,2026-05-30T07:01:42.597315+00:00,FALSE,FALSE,FALSE,,,,,0.097171307,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-17867288-a8a0-915e-95d0-b1d689c3958f', 'request_id': '17867288-a8a0-915e-95d0-b1d689c3958f'}"
qwen_20260530T053203Z,140d6d76-793b-4da7-8082-e8638c68970f,deepseek-v4-pro,0.7,P2_high_inattention,stroop,46,6,962e434cdd22,2026-05-30T07:01:42.895815+00:00,FALSE,FALSE,FALSE,,,,,0.087488413,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-5b46904c-3f67-9182-ae1a-7c21bc1af62d', 'request_id': '5b46904c-3f67-9182-ae1a-7c21bc1af62d'}"
qwen_20260530T053203Z,9d9cd655-033b-4338-aa5a-7170f8885ad5,deepseek-v4-pro,0.7,P2_high_inattention,nback,46,7,568ca4db91f7,2026-05-30T07:01:43.184551+00:00,FALSE,FALSE,FALSE,,,,,0.093138456,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-f305e6ae-9638-9c46-ac59-ee7430a98b12', 'request_id': 'f305e6ae-9638-9c46-ac59-ee7430a98b12'}"
qwen_20260530T053203Z,ed87a71c-4e90-4084-b0fa-dcdaee68a457,deepseek-v4-pro,0.7,P2_high_inattention,bart,46,8,7e57a921aac3,2026-05-30T07:01:43.479024+00:00,FALSE,FALSE,FALSE,,,,,0.103824854,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-84fa0f35-47d3-93d4-863c-f9123546a352', 'request_id': '84fa0f35-47d3-93d4-863c-f9123546a352'}"
qwen_20260530T053203Z,b814ff78-20ae-4a95-855a-25930840f22b,deepseek-v4-pro,0.7,P2_high_inattention,ddt,46,9,e8ba53856771,2026-05-30T07:01:43.785128+00:00,FALSE,FALSE,FALSE,,,,,0.109857798,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-2af4e013-dcd6-95c9-bf1c-5c850fdd533e', 'request_id': '2af4e013-dcd6-95c9-bf1c-5c850fdd533e'}"
qwen_20260530T053203Z,5f5764f7-839b-494b-acd4-1c3a4fa52194,deepseek-v4-pro,0.7,P2_high_inattention,questionnaire,46,10,cc4caf5b9c32,2026-05-30T07:01:44.097755+00:00,FALSE,FALSE,FALSE,,,,,0.100069284,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-5315a836-d2ab-9771-aa0d-055d721be5c2', 'request_id': '5315a836-d2ab-9771-aa0d-055d721be5c2'}"
qwen_20260530T053203Z,c6663639-ac46-4ec3-970e-123c61f4ba35,deepseek-v4-pro,0.7,P3_combined_ADHD,stroop,46,11,27771d10357c,2026-05-30T07:01:44.399755+00:00,FALSE,FALSE,FALSE,,,,,0.112862825,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-7dce69d6-690b-9eb4-8a0e-5fa3e21c276c', 'request_id': '7dce69d6-690b-9eb4-8a0e-5fa3e21c276c'}"
qwen_20260530T053203Z,7a55d0d1-40ff-4353-a350-41114106532a,deepseek-v4-pro,0.7,P3_combined_ADHD,nback,46,12,1a799f2c3599,2026-05-30T07:01:44.714914+00:00,FALSE,FALSE,FALSE,,,,,0.100161552,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-feb96ee1-f4f9-9474-834c-a0f4e4879327', 'request_id': 'feb96ee1-f4f9-9474-834c-a0f4e4879327'}"
qwen_20260530T053203Z,eddfe6f8-42d1-45bc-b74e-2043fc8e988c,deepseek-v4-pro,0.7,P3_combined_ADHD,bart,46,13,4bfd378a6d0e,2026-05-30T07:01:45.020684+00:00,FALSE,FALSE,FALSE,,,,,0.104452848,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-eee4e9d9-a122-98da-b84e-526e7a1c3dee', 'request_id': 'eee4e9d9-a122-98da-b84e-526e7a1c3dee'}"
qwen_20260530T053203Z,a97a5fca-d6cd-4942-8202-2071d87620c2,deepseek-v4-pro,0.7,P3_combined_ADHD,ddt,46,14,b33dd30b8d1a,2026-05-30T07:01:45.327583+00:00,FALSE,FALSE,FALSE,,,,,0.100096226,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-8016e2ae-5c67-9205-88f5-7b38b7a08209', 'request_id': '8016e2ae-5c67-9205-88f5-7b38b7a08209'}"
qwen_20260530T053203Z,6e2ece31-6ca3-4644-bf93-d7438d8a5e24,deepseek-v4-pro,0.7,P3_combined_ADHD,questionnaire,46,15,228f8e2c9b1d,2026-05-30T07:01:45.629724+00:00,FALSE,FALSE,FALSE,,,,,0.105070829,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-c92c5072-e36a-9e86-bd4e-13a7c5c1a4b3', 'request_id': 'c92c5072-e36a-9e86-bd4e-13a7c5c1a4b3'}"
qwen_20260530T053203Z,c452b126-6f50-444d-a46d-0ff6f9c08b64,deepseek-v4-pro,0.7,P4_ADHD_high_IA,stroop,46,16,86ad25735c85,2026-05-30T07:01:45.936939+00:00,FALSE,FALSE,FALSE,,,,,0.112909079,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-ff39ea23-3ca2-9810-97d6-8783804ed9f2', 'request_id': 'ff39ea23-3ca2-9810-97d6-8783804ed9f2'}"
qwen_20260530T053203Z,838d1a12-2bce-4bbd-ad3d-7411a8eb2455,deepseek-v4-pro,0.7,P4_ADHD_high_IA,nback,46,17,e084d00754e7,2026-05-30T07:01:46.252619+00:00,FALSE,FALSE,FALSE,,,,,0.201714993,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-d6013068-e4c4-932d-9e02-a307c47d7e32', 'request_id': 'd6013068-e4c4-932d-9e02-a307c47d7e32'}"
qwen_20260530T053203Z,435db2ee-1d01-40e7-9516-0716c0d125e3,deepseek-v4-pro,0.7,P4_ADHD_high_IA,bart,46,18,3ad0ac5f81d4,2026-05-30T07:01:46.656225+00:00,FALSE,FALSE,FALSE,,,,,0.102284908,"PermissionDeniedError: Error code: 403 - {'error': {'message': 'The free tier of the model has been exhausted. If you wish to continue access the model on a paid basis, please disable the ""use free tier only"" mode in the management console.', 'type': 'AllocationQuota.FreeTierOnly', 'param': None, 'code': 'AllocationQuota.FreeTierOnly'}, 'id': 'chatcmpl-bb9f3d22-adc6-9577-b9e1-50f7eec10bec', 'request_id': 'bb9f3d22-adc6-9577-b9e1-50f7eec10bec'}"
