run_id,call_id,model,temperature,profile_id,task_id,repeat_id,prompt_index,prompt_hash,timestamp_utc,ok,parse_success,validation_success,parsed_output,validation_errors,response_text,usage,elapsed_seconds,error
claude_20260520T081451Z,ea6c4d73-ed18-4f8a-a078-3bf595d370f8,claude-opus-4-7,0.7,P5_high_IA_low_ADHD,bart,13,23,423d400ef891,2026-05-20T09:10:26.902383+00:00,True,True,False,{},"[""<root>: 'adjusted_average_pumps' is a required property"", ""<root>: 'total_earnings' is a required property"", ""<root>: 'explosion_count' is a required property"", ""<root>: 'risk_preference_0_1' is a required property""]",,"{'input_tokens': 1609, 'output_tokens': 167}",4.419022083282471,
claude_20260520T081451Z,e0ada68f-0e62-4b12-ab8f-9f5d1bfd7e8b,claude-opus-4-7,0.7,P4_ADHD_high_IA,bart,18,18,3ad0ac5f81d4,2026-05-20T09:24:07.531679+00:00,True,True,False,"{'input': {'adjusted_average_pumps': 42, 'total_earnings': 32, 'explosion_count': 18, 'risk_preference_0_1': 0.68}}","[""<root>: Additional properties are not allowed ('input' was unexpected)"", ""<root>: 'adjusted_average_pumps' is a required property"", ""<root>: 'total_earnings' is a required property"", ""<root>: 'explosion_count' is a required property"", ""<root>: 'risk_preference_0_1' is a required property""]",,"{'input_tokens': 1616, 'output_tokens': 116}",3.8952484130859375,
claude_20260520T081451Z,1de6ba5f-859b-475e-a6c6-05f30a35533a,claude-opus-4-7,0.7,P3_combined_ADHD,questionnaire,24,15,228f8e2c9b1d,2026-05-20T09:34:37.685998+00:00,True,True,False,"{'input': {'caars_total': 58, 'cias_total': 65, 'young_total': 5, 'dsm_total1': 5, 'dsm_total2': 7}}","[""<root>: Additional properties are not allowed ('input' was unexpected)"", ""<root>: 'caars_total' is a required property"", ""<root>: 'cias_total' is a required property"", ""<root>: 'young_total' is a required property"", ""<root>: 'dsm_total1' is a required property"", ""<root>: 'dsm_total2' is a required property""]",,"{'input_tokens': 1624, 'output_tokens': 113}",3.7381479740142822,
claude_20260520T081451Z,9d357618-11cf-4e42-bc84-3fc805bca0ad,claude-opus-4-7,0.7,P3_combined_ADHD,nback,26,12,1a799f2c3599,2026-05-20T09:37:58.174067+00:00,True,True,False,"{'$PARAMETER_NAME': {'overall_accuracy': 0.78, 'accuracy_1back': 0.93, 'accuracy_2back': 0.79, 'accuracy_3back': 0.64, 'mean_rt_ms': 720}}","[""<root>: Additional properties are not allowed ('$PARAMETER_NAME' was unexpected)"", ""<root>: 'overall_accuracy' is a required property"", ""<root>: 'accuracy_1back' is a required property"", ""<root>: 'accuracy_2back' is a required property"", ""<root>: 'accuracy_3back' is a required property"", ""<root>: 'mean_rt_ms' is a required property""]",,"{'input_tokens': 1640, 'output_tokens': 144}",3.8931796550750732,
claude_20260520T081451Z,ac561cea-c239-40b4-9394-d99b95bf97eb,claude-opus-4-7,0.7,P2_high_inattention,bart,27,8,7e57a921aac3,2026-05-20T09:39:27.880951+00:00,True,True,False,{},"[""<root>: 'adjusted_average_pumps' is a required property"", ""<root>: 'total_earnings' is a required property"", ""<root>: 'explosion_count' is a required property"", ""<root>: 'risk_preference_0_1' is a required property""]",,"{'input_tokens': 1619, 'output_tokens': 114}",3.3731942176818848,
claude_20260520T081451Z,12821106-518f-4c36-85a1-cdc607f1f499,claude-opus-4-7,0.7,P2_high_inattention,bart,34,8,7e57a921aac3,2026-05-20T09:51:51.583470+00:00,True,True,False,{},"[""<root>: 'adjusted_average_pumps' is a required property"", ""<root>: 'total_earnings' is a required property"", ""<root>: 'explosion_count' is a required property"", ""<root>: 'risk_preference_0_1' is a required property""]",,"{'input_tokens': 1619, 'output_tokens': 114}",3.487156391143799,
claude_20260520T081451Z,b2ce77d7-a240-44c6-83c5-3f2710f902ad,claude-opus-4-7,0.7,P2_high_inattention,bart,35,8,7e57a921aac3,2026-05-20T09:53:40.745238+00:00,True,True,False,{},"[""<root>: 'adjusted_average_pumps' is a required property"", ""<root>: 'total_earnings' is a required property"", ""<root>: 'explosion_count' is a required property"", ""<root>: 'risk_preference_0_1' is a required property""]",,"{'input_tokens': 1619, 'output_tokens': 122}",3.6830360889434814,
claude_20260520T081451Z,5b0b23ef-3d6d-4aaf-93d3-2aa037a7c058,claude-opus-4-7,0.7,P3_combined_ADHD,questionnaire,35,15,228f8e2c9b1d,2026-05-20T09:54:07.777542+00:00,True,True,False,"{'input': {'caars_total': 52, 'cias_total': 64, 'young_total': 4, 'dsm_total1': 5, 'dsm_total2': 6}}","[""<root>: Additional properties are not allowed ('input' was unexpected)"", ""<root>: 'caars_total' is a required property"", ""<root>: 'cias_total' is a required property"", ""<root>: 'young_total' is a required property"", ""<root>: 'dsm_total1' is a required property"", ""<root>: 'dsm_total2' is a required property""]",,"{'input_tokens': 1624, 'output_tokens': 113}",3.7867870330810547,
claude_20260520T081451Z,7b965d02-1640-471f-999d-c2b886debf08,claude-opus-4-7,0.7,P2_high_inattention,questionnaire,36,10,cc4caf5b9c32,2026-05-20T09:55:32.815782+00:00,True,True,False,"{'input': {'caars_total': 52, 'cias_total': 64, 'young_total': 4, 'dsm_total1': 4, 'dsm_total2': 6}}","[""<root>: Additional properties are not allowed ('input' was unexpected)"", ""<root>: 'caars_total' is a required property"", ""<root>: 'cias_total' is a required property"", ""<root>: 'young_total' is a required property"", ""<root>: 'dsm_total1' is a required property"", ""<root>: 'dsm_total2' is a required property""]",,"{'input_tokens': 1637, 'output_tokens': 113}",3.537910223007202,
claude_20260520T081451Z,14b12c79-b785-4885-976f-f69b1c5883b5,claude-opus-4-7,0.7,P5_high_IA_low_ADHD,questionnaire,36,25,7819a3eaf918,2026-05-20T09:56:36.862296+00:00,True,True,False,"{'input': {'caars_total': 18, 'cias_total': 78, 'young_total': 6, 'dsm_total1': 6, 'dsm_total2': 9}}","[""<root>: Additional properties are not allowed ('input' was unexpected)"", ""<root>: 'caars_total' is a required property"", ""<root>: 'cias_total' is a required property"", ""<root>: 'young_total' is a required property"", ""<root>: 'dsm_total1' is a required property"", ""<root>: 'dsm_total2' is a required property""]",,"{'input_tokens': 1627, 'output_tokens': 113}",3.591578483581543,
claude_20260520T081451Z,d7c0f73b-0ec3-4187-a3c7-6f5afe2c1c9e,claude-opus-4-7,0.7,P1_low_ADHD_low_IA,bart,37,3,00e9a34112ef,2026-05-20T09:56:48.845966+00:00,True,True,False,{},"[""<root>: 'adjusted_average_pumps' is a required property"", ""<root>: 'total_earnings' is a required property"", ""<root>: 'explosion_count' is a required property"", ""<root>: 'risk_preference_0_1' is a required property""]",,"{'input_tokens': 1622, 'output_tokens': 167}",4.405541896820068,
claude_20260520T081451Z,760cfea5-3200-4b21-8644-c308d272e7da,claude-opus-4-7,0.7,P5_high_IA_low_ADHD,bart,41,23,423d400ef891,2026-05-20T10:05:36.807494+00:00,True,True,False,{},"[""<root>: 'adjusted_average_pumps' is a required property"", ""<root>: 'total_earnings' is a required property"", ""<root>: 'explosion_count' is a required property"", ""<root>: 'risk_preference_0_1' is a required property""]",,"{'input_tokens': 1609, 'output_tokens': 122}",3.5857691764831543,
claude_20260520T081451Z,99935171-6111-435c-beb7-e926b226557b,claude-opus-4-7,0.7,P4_ADHD_high_IA,nback,43,17,e084d00754e7,2026-05-20T10:08:42.762561+00:00,True,True,False,"{'input': {'overall_accuracy': 0.78, 'accuracy_1back': 0.94, 'accuracy_2back': 0.79, 'accuracy_3back': 0.62, 'mean_rt_ms': 720}}","[""<root>: Additional properties are not allowed ('input' was unexpected)"", ""<root>: 'overall_accuracy' is a required property"", ""<root>: 'accuracy_1back' is a required property"", ""<root>: 'accuracy_2back' is a required property"", ""<root>: 'accuracy_3back' is a required property"", ""<root>: 'mean_rt_ms' is a required property""]",,"{'input_tokens': 1650, 'output_tokens': 134}",5.342502593994141,
claude_20260520T081451Z,7f18a475-ba58-4665-ac0a-674b5d3d95c1,claude-opus-4-7,0.7,P3_combined_ADHD,questionnaire,44,15,228f8e2c9b1d,2026-05-20T10:10:17.990945+00:00,True,True,False,"{'response': {'caars_total': 52, 'cias_total': 62, 'young_total': 4, 'dsm_total1': 4, 'dsm_total2': 5, 'rationale': 'Combined ADHD with median internet-addiction tendency; moderate questionnaire scores reflecting impulsivity but not severe addiction.'}}","[""<root>: Additional properties are not allowed ('response' was unexpected)"", ""<root>: 'caars_total' is a required property"", ""<root>: 'cias_total' is a required property"", ""<root>: 'young_total' is a required property"", ""<root>: 'dsm_total1' is a required property"", ""<root>: 'dsm_total2' is a required property""]",,"{'input_tokens': 1624, 'output_tokens': 166}",4.3092591762542725,
claude_20260520T081451Z,4285e2f7-1619-47df-a5c1-a0ec52834482,claude-opus-4-7,0.7,P2_high_inattention,bart,47,8,7e57a921aac3,2026-05-20T10:15:11.460516+00:00,True,True,False,"{'input': {'adjusted_average_pumps': 33, 'total_earnings': 38, 'explosion_count': 12, 'risk_preference_0_1': 0.52}}","[""<root>: Additional properties are not allowed ('input' was unexpected)"", ""<root>: 'adjusted_average_pumps' is a required property"", ""<root>: 'total_earnings' is a required property"", ""<root>: 'explosion_count' is a required property"", ""<root>: 'risk_preference_0_1' is a required property""]",,"{'input_tokens': 1619, 'output_tokens': 116}",3.384662628173828,
claude_20260520T081451Z,f765b93f-a562-42d9-8154-c8c22ddd6318,claude-opus-4-7,0.7,P3_combined_ADHD,questionnaire,50,15,228f8e2c9b1d,2026-05-20T10:25:08.438315+00:00,True,True,False,"{'input': {'caars_total': 58, 'cias_total': 64, 'young_total': 5, 'dsm_total1': 5, 'dsm_total2': 6}}","[""<root>: Additional properties are not allowed ('input' was unexpected)"", ""<root>: 'caars_total' is a required property"", ""<root>: 'cias_total' is a required property"", ""<root>: 'young_total' is a required property"", ""<root>: 'dsm_total1' is a required property"", ""<root>: 'dsm_total2' is a required property""]",,"{'input_tokens': 1624, 'output_tokens': 113}",3.2802181243896484,
