run_id,call_id,batch_id,provider,model,temperature,timestamp_utc,prompt_id,prompt_hash,experiment_type,condition_id,condition_name,label_cue,score_cue,symptom_cue,profile_id,profile_short,ia_like_profile,task_id,task_name,repeat_id,sample_in_call,input_tokens,output_tokens,total_tokens,range_valid,overall_accuracy,accuracy_1back,accuracy_2back,accuracy_3back,,,,,
deepseek_ia_strict_20260603T045406Z,e50f4f8f-8dec-4ea5-8c1a-6e9afd90150e,3,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:24.968963+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,12,2,1506,310,1816,TRUE,0.89,0.94,0.87,0.72,,,,,
deepseek_ia_strict_20260603T045406Z,e50f4f8f-8dec-4ea5-8c1a-6e9afd90150e,3,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:24.968963+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,13,3,1506,310,1816,TRUE,0.92,0.96,0.9,0.78,,,,,
deepseek_ia_strict_20260603T045406Z,e50f4f8f-8dec-4ea5-8c1a-6e9afd90150e,3,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:24.968963+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,14,4,1506,310,1816,TRUE,0.9,0.93,0.89,0.74,,,,,
deepseek_ia_strict_20260603T045406Z,e50f4f8f-8dec-4ea5-8c1a-6e9afd90150e,3,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:24.968963+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,15,5,1506,310,1816,TRUE,0.88,0.92,0.86,0.7,,,,,
deepseek_ia_strict_20260603T045406Z,4e25451e-f3a7-4c88-9b20-401a80872a9c,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:30.750614+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,16,1,1506,285,1791,TRUE,0.85,0.92,0.87,0.76,,,,,
deepseek_ia_strict_20260603T045406Z,4e25451e-f3a7-4c88-9b20-401a80872a9c,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:30.750614+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,17,2,1506,285,1791,TRUE,0.83,0.91,0.84,0.74,,,,,
deepseek_ia_strict_20260603T045406Z,4e25451e-f3a7-4c88-9b20-401a80872a9c,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:30.750614+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,18,3,1506,285,1791,TRUE,0.88,0.94,0.89,0.81,,,,,
deepseek_ia_strict_20260603T045406Z,4e25451e-f3a7-4c88-9b20-401a80872a9c,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:30.750614+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,19,4,1506,285,1791,TRUE,0.86,0.93,0.88,0.77,,,,,
deepseek_ia_strict_20260603T045406Z,4e25451e-f3a7-4c88-9b20-401a80872a9c,4,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:30.750614+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,20,5,1506,285,1791,TRUE,0.84,0.9,0.85,0.77,,,,,
deepseek_ia_strict_20260603T045406Z,4f3b4f49-7bd3-4f62-9eba-f03d9758d1e8,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:36.993644+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,21,1,1506,310,1816,TRUE,0.92,0.95,0.91,0.87,,,,,
deepseek_ia_strict_20260603T045406Z,4f3b4f49-7bd3-4f62-9eba-f03d9758d1e8,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:36.993644+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,22,2,1506,310,1816,TRUE,0.89,0.94,0.9,0.83,,,,,
deepseek_ia_strict_20260603T045406Z,4f3b4f49-7bd3-4f62-9eba-f03d9758d1e8,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:36.993644+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,23,3,1506,310,1816,TRUE,0.93,0.96,0.92,0.88,,,,,
deepseek_ia_strict_20260603T045406Z,4f3b4f49-7bd3-4f62-9eba-f03d9758d1e8,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:36.993644+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,24,4,1506,310,1816,TRUE,0.9,0.93,0.89,0.85,,,,,
deepseek_ia_strict_20260603T045406Z,4f3b4f49-7bd3-4f62-9eba-f03d9758d1e8,5,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:36.993644+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,25,5,1506,310,1816,TRUE,0.88,0.92,0.88,0.82,,,,,
deepseek_ia_strict_20260603T045406Z,27fb6267-8832-4504-9e7c-09db18a38db2,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:42.426451+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,26,1,1506,285,1791,TRUE,0.89,0.96,0.88,0.83,,,,,
deepseek_ia_strict_20260603T045406Z,27fb6267-8832-4504-9e7c-09db18a38db2,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:42.426451+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,27,2,1506,285,1791,TRUE,0.91,0.97,0.91,0.85,,,,,
deepseek_ia_strict_20260603T045406Z,27fb6267-8832-4504-9e7c-09db18a38db2,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:42.426451+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,28,3,1506,285,1791,TRUE,0.88,0.95,0.87,0.82,,,,,
deepseek_ia_strict_20260603T045406Z,27fb6267-8832-4504-9e7c-09db18a38db2,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:42.426451+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,29,4,1506,285,1791,TRUE,0.92,0.98,0.93,0.85,,,,,
deepseek_ia_strict_20260603T045406Z,27fb6267-8832-4504-9e7c-09db18a38db2,6,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:42.426451+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,30,5,1506,285,1791,TRUE,0.87,0.94,0.86,0.81,,,,,
deepseek_ia_strict_20260603T045406Z,9ba208bb-85ab-4095-88fa-dd287a65c573,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:48.564680+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,31,1,1506,310,1816,TRUE,0.87,0.93,0.85,0.74,,,,,
deepseek_ia_strict_20260603T045406Z,9ba208bb-85ab-4095-88fa-dd287a65c573,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:48.564680+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,32,2,1506,310,1816,TRUE,0.89,0.95,0.88,0.76,,,,,
deepseek_ia_strict_20260603T045406Z,9ba208bb-85ab-4095-88fa-dd287a65c573,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:48.564680+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,33,3,1506,310,1816,TRUE,0.84,0.91,0.83,0.71,,,,,
deepseek_ia_strict_20260603T045406Z,9ba208bb-85ab-4095-88fa-dd287a65c573,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:48.564680+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,34,4,1506,310,1816,TRUE,0.86,0.94,0.86,0.73,,,,,
deepseek_ia_strict_20260603T045406Z,9ba208bb-85ab-4095-88fa-dd287a65c573,7,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:48.564680+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,35,5,1506,310,1816,TRUE,0.88,0.96,0.87,0.75,,,,,
deepseek_ia_strict_20260603T045406Z,1436f296-2ae5-4cd7-b773-c4b222e8c93e,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:54.502250+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,36,1,1506,290,1796,TRUE,0.87,0.92,0.85,0.81,,,,,
deepseek_ia_strict_20260603T045406Z,1436f296-2ae5-4cd7-b773-c4b222e8c93e,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:54.502250+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,37,2,1506,290,1796,TRUE,0.89,0.94,0.86,0.84,,,,,
deepseek_ia_strict_20260603T045406Z,1436f296-2ae5-4cd7-b773-c4b222e8c93e,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:54.502250+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,38,3,1506,290,1796,TRUE,0.85,0.91,0.83,0.79,,,,,
deepseek_ia_strict_20260603T045406Z,1436f296-2ae5-4cd7-b773-c4b222e8c93e,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:54.502250+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,39,4,1506,290,1796,TRUE,0.88,0.93,0.87,0.82,,,,,
deepseek_ia_strict_20260603T045406Z,1436f296-2ae5-4cd7-b773-c4b222e8c93e,8,deepseek,deepseek-v4pro,0.7,2026-06-03T04:54:54.502250+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,40,5,1506,290,1796,TRUE,0.86,0.9,0.84,0.8,,,,,
deepseek_ia_strict_20260603T045406Z,39407ef9-80a8-42b2-8ddd-ca0e75bbede1,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:00.121154+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,41,1,1506,310,1816,TRUE,0.82,0.95,0.85,0.66,,,,,
deepseek_ia_strict_20260603T045406Z,39407ef9-80a8-42b2-8ddd-ca0e75bbede1,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:00.121154+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,42,2,1506,310,1816,TRUE,0.79,0.93,0.81,0.63,,,,,
deepseek_ia_strict_20260603T045406Z,39407ef9-80a8-42b2-8ddd-ca0e75bbede1,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:00.121154+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,43,3,1506,310,1816,TRUE,0.85,0.96,0.87,0.72,,,,,
deepseek_ia_strict_20260603T045406Z,39407ef9-80a8-42b2-8ddd-ca0e75bbede1,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:00.121154+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,44,4,1506,310,1816,TRUE,0.77,0.92,0.79,0.6,,,,,
deepseek_ia_strict_20260603T045406Z,39407ef9-80a8-42b2-8ddd-ca0e75bbede1,9,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:00.121154+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,45,5,1506,310,1816,TRUE,0.8,0.94,0.83,0.63,,,,,
deepseek_ia_strict_20260603T045406Z,f3e228a6-ccc8-4925-9f60-979eec44fb85,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:06.075724+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,46,1,1506,310,1816,TRUE,0.85,0.91,0.83,0.81,,,,,
deepseek_ia_strict_20260603T045406Z,f3e228a6-ccc8-4925-9f60-979eec44fb85,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:06.075724+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,47,2,1506,310,1816,TRUE,0.88,0.94,0.87,0.83,,,,,
deepseek_ia_strict_20260603T045406Z,f3e228a6-ccc8-4925-9f60-979eec44fb85,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:06.075724+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,48,3,1506,310,1816,TRUE,0.82,0.89,0.81,0.76,,,,,
deepseek_ia_strict_20260603T045406Z,f3e228a6-ccc8-4925-9f60-979eec44fb85,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:06.075724+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,49,4,1506,310,1816,TRUE,0.86,0.92,0.85,0.81,,,,,
deepseek_ia_strict_20260603T045406Z,f3e228a6-ccc8-4925-9f60-979eec44fb85,10,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:06.075724+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_nback,e22031427502,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,nback,n-back working-memory task,50,5,1506,310,1816,TRUE,0.84,0.9,0.82,0.8,,,,,
deepseek_ia_strict_20260603T045406Z,48f9dbc2-f36e-4045-be7a-2085ce1e757a,12,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:18.064531+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_bart,2c2215d1099f,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,1,2,1500,315,1815,TRUE,,,,,32,0.4,8,18,
deepseek_ia_strict_20260603T045406Z,48f9dbc2-f36e-4045-be7a-2085ce1e757a,12,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:18.065035+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_bart,2c2215d1099f,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,2,4,1500,315,1815,TRUE,,,,,45,0.6,12,25,
deepseek_ia_strict_20260603T045406Z,48f9dbc2-f36e-4045-be7a-2085ce1e757a,12,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:18.065035+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_bart,2c2215d1099f,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,3,5,1500,315,1815,TRUE,,,,,36,0.35,6,15,
deepseek_ia_strict_20260603T045406Z,33ed1ba0-b551-44ec-9587-f0b03519e709,16,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:38.388118+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_bart,2c2215d1099f,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,4,1,1500,295,1795,TRUE,,,,,48.3,0.23,4,15.2,
deepseek_ia_strict_20260603T045406Z,33ed1ba0-b551-44ec-9587-f0b03519e709,16,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:38.388118+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_bart,2c2215d1099f,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,5,2,1500,295,1795,TRUE,,,,,50.1,0.18,3,12.7,
deepseek_ia_strict_20260603T045406Z,33ed1ba0-b551-44ec-9587-f0b03519e709,16,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:38.388118+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_bart,2c2215d1099f,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,6,3,1500,295,1795,TRUE,,,,,46.5,0.25,5,14.8,
deepseek_ia_strict_20260603T045406Z,33ed1ba0-b551-44ec-9587-f0b03519e709,16,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:38.388118+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_bart,2c2215d1099f,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,7,4,1500,295,1795,TRUE,,,,,52,0.16,2,13.5,
deepseek_ia_strict_20260603T045406Z,33ed1ba0-b551-44ec-9587-f0b03519e709,16,deepseek,deepseek-v4pro,0.7,2026-06-03T04:55:38.388118+00:00,IA_main_MAIN_full_profile_P1_low_PDU_low_ATT_bart,2c2215d1099f,main,MAIN_full_profile,main full-profile,1,1,1,P1_low_PDU_low_ATT,low PDU / low attention difficulties,0,bart,Balloon Analogue Risk Task,8,5,1500,295,1795,TRUE,,,,,44.8,0.28,6,16.1,
